,Customer ID,Count_x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count_y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
789,3419-SNJJD,,Female,33.0,No,,Yes,No,,1.0,United States,,,92240.0,"33.948558, -116.516976",33.948558,-116.516976,5.0,1.0,Q3,Yes,6.0,,Offer A,Yes,34.49,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.4,5869.4,0.0,,2379.81,8249.21,No Churn
790,7284-ZZLOH,1.0,Female,44.0,No,No,No,No,0.0,1.0,,California,Rancho Santa Fe,92067.0,,33.012751,-117.200617,4.0,1.0,Q3,No,0.0,57.0,None,No,0.0,No,Yes,DSL,24.0,Yes,No,Yes,Yes,,No,No,Yes,One Year,Yes,Credit Card,41.1,2258.25,0.0,0.0,,2258.25,No Churn
791,9746-MDMBK,,,,,,,,,,,,,,,,,,1.0,Q3,,4.0,72.0,None,Yes,35.62,Yes,,None,,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.1,,0.0,0.0,2564.64,4422.49,No Churn
792,5857-TYBCJ,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,,None,No,0.0,No,Yes,Cable,19.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,30.15,382.2,,10.0,0.0,392.2,No Churn
793,7470-MCQTK,1.0,Female,62.0,No,,No,No,,1.0,United States,California,Fresno,93721.0,"36.732694, -119.783786",36.732694,-119.783786,5.0,1.0,Q3,No,0.0,17.0,Offer D,Yes,44.96,Yes,Yes,Fiber Optic,29.0,No,,Yes,No,No,,No,Yes,Month-to-Month,,Bank Withdrawal,80.05,,0.0,0.0,764.32,2109.9700000000007,No Churn
794,9633-XQABV,1.0,Male,71.0,No,Yes,No,No,0.0,1.0,United States,California,Studio City,91604.0,"34.139082, -118.39275",34.139082,-118.39275,5.0,1.0,Q3,No,0.0,1.0,None,Yes,40.38,No,Yes,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,,0.0,,86.23,No Churn
795,2525-GVKQU,,,,,,,,,,,,,,,,,,,Q3,,0.0,12.0,Offer D,Yes,16.72,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,,219.35,0.0,0.0,200.64,419.99,No Churn
796,6328-ZPBGN,1.0,Male,56.0,No,No,No,No,0.0,,United States,California,South El Monte,,"34.04622, -118.053753",34.04622,-118.053753,5.0,1.0,Q3,,0.0,32.0,None,Yes,37.48,Yes,Yes,DSL,15.0,No,,Yes,Yes,,Yes,Yes,,One Year,No,Credit Card,83.7,2633.3,,0.0,1199.36,3832.66,No Churn
797,7109-MFBYV,1.0,Female,51.0,No,No,,,2.0,1.0,,California,La Crescenta,91214.0,"34.239636, -118.245259",34.239636,-118.245259,3.0,1.0,Q3,Yes,5.0,,None,Yes,,Yes,Yes,Fiber Optic,19.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,,85.1,4600.95,14.3,0.0,1105.5,5692.15,No Churn
798,0795-GMVQO,1.0,Female,72.0,No,,No,No,0.0,1.0,United States,,Guinda,95637.0,"38.830739, -122.196202",38.830739,-122.196202,3.0,1.0,Q3,No,0.0,27.0,None,Yes,16.94,Yes,Yes,Fiber Optic,11.0,,No,Yes,,No,Yes,,,Month-to-Month,No,Credit Card,88.3,2467.75,0.0,0.0,457.38000000000005,2925.13,Other
799,2038-LLMLM,1.0,Female,46.0,No,No,No,No,0.0,1.0,,California,Kettleman City,93239.0,"35.996923, -120.000951",35.996922999999995,-120.000951,5.0,,Q3,No,0.0,,Offer D,Yes,3.55,No,Yes,DSL,29.0,No,,No,No,No,No,No,No,Month-to-Month,,Credit Card,45.25,428.7,44.9,0.0,35.5,419.3,No Churn
800,7554-NEWDD,,,,,,,,,1.0,United States,,Kerman,93630.0,"36.727418, -120.123526",36.727418,-120.123526,,1.0,Q3,No,0.0,,None,Yes,11.97,No,Yes,,27.0,,Yes,No,,,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,489.45,0.0,0.0,71.82000000000002,,Attitude
801,1342-JPNKI,,,,,,,,,1.0,United States,California,Freedom,95019.0,"36.936228, -121.785559",36.936228,,1.0,1.0,,,0.0,13.0,None,,40.37,No,Yes,Fiber Optic,21.0,No,No,Yes,No,No,,No,,Month-to-Month,Yes,Bank Withdrawal,74.3,940.35,0.0,0.0,524.81,1465.16,Competitor
802,0411-EZJZE,1.0,,38.0,No,No,No,Yes,1.0,1.0,United States,California,Desert Hot Springs,92241.0,"33.832799, -116.250973",33.832799,-116.250973,,1.0,Q3,No,0.0,1.0,None,,5.36,No,,Fiber Optic,19.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,89.35,0.0,0.0,5.36,94.71,No Churn
803,6917-FIJHC,1.0,Female,30.0,No,No,No,No,0.0,1.0,United States,,Vernalis,95385.0,"37.609095, -121.263381",37.609095,-121.26338100000001,4.0,,Q3,No,0.0,60.0,None,Yes,22.88,No,Yes,,48.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,,6236.75,0.0,0.0,1372.8,,No Churn
804,4716-HHKQH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
805,0096-FCPUF,,,,,,,,,1.0,United States,California,Nuevo,92567.0,,33.827690000000004,-117.102244,3.0,1.0,Q3,Yes,6.0,72.0,,Yes,30.3,Yes,Yes,Fiber Optic,,Yes,Yes,Yes,Yes,Yes,Yes,,No,Two Year,Yes,Credit Card,112.9,8061.5,0.0,20.0,2181.6,10263.1,No Churn
806,1689-MRZQR,,,,,,,,,1.0,United States,California,Igo,96047.0,,40.524535,-122.647172,2.0,1.0,Q3,,0.0,66.0,Offer A,,25.82,No,,Cable,26.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,Bank Withdrawal,99.5,6710.5,0.0,0.0,1704.12,,Other
807,8884-FEEWR,,,,,,,,,,,,,,,,,,,Q3,No,0.0,1.0,Offer E,No,,No,,DSL,15.0,No,No,No,No,No,No,No,,Month-to-Month,No,Bank Withdrawal,25.25,25.25,,,0.0,25.25,Price
808,5244-IRFIH,1.0,,65.0,,Yes,No,No,,1.0,United States,California,Canyon Dam,95923.0,"40.171312, -121.120605",40.171312,-121.120605,,,Q3,No,,22.0,Offer D,Yes,40.18,Yes,Yes,Fiber Optic,8.0,No,No,,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,,2082.95,0.0,100.0,883.96,3066.91,Competitor
809,2055-BFOCC,,,,,,,,,,,,,,,,,3.0,1.0,Q3,Yes,3.0,,None,Yes,32.13,Yes,No,None,0.0,No,No,No,No,No,,No,No,Two Year,No,Bank Withdrawal,24.75,1836.9,0.0,0.0,2281.23,4118.13,No Churn
810,0927-LCSMG,1.0,,,Yes,No,No,No,0.0,1.0,United States,California,Salinas,93907.0,"36.77462, -121.664714",36.77462,-121.66471399999999,5.0,1.0,Q3,No,0.0,6.0,None,Yes,40.64,No,Yes,Fiber Optic,51.0,No,Yes,No,No,,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.95,514.6,0.0,0.0,243.84,758.44,No Churn
811,4897-QSUYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
812,1131-SUEKT,,Male,,No,No,Yes,,0.0,1.0,United States,California,Santa Cruz,95064.0,"37.007882, -122.065975",,-122.065975,5.0,1.0,Q3,Yes,3.0,46.0,,Yes,16.07,No,,None,0.0,No,No,No,,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.6,851.2,0.0,0.0,739.22,1590.42,No Churn
813,4622-YNKIJ,,,,,,,,,1.0,United States,California,Kenwood,95452.0,"38.419525, -122.521585",38.419525,-122.52158500000002,3.0,,Q3,Yes,3.0,69.0,Offer A,Yes,,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,,Yes,,Yes,Two Year,,Bank Withdrawal,116.0,8182.85,,,2657.88,10840.73,No Churn
814,1436-ZMJAN,1.0,Female,65.0,No,Yes,No,No,0.0,1.0,United States,California,Santa Barbara,93103.0,"34.438581, -119.685368",34.438581,-119.685368,4.0,1.0,Q3,No,0.0,,Offer B,Yes,11.93,No,,Fiber Optic,26.0,No,Yes,Yes,No,Yes,,No,Yes,One Year,Yes,Bank Withdrawal,91.3,,0.0,0.0,548.78,4675.13,No Churn
815,0744-BIKKF,1.0,,37.0,No,No,Yes,Yes,3.0,,United States,California,Madeline,96119.0,"41.042003, -120.506086",41.042003,-120.50608600000001,4.0,,Q3,,10.0,50.0,None,Yes,10.13,No,No,None,0.0,No,No,No,No,No,No,No,No,,,,20.55,,0.0,,506.50000000000006,1576.75,No Churn
816,5016-IBERQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
817,8387-UGUSU,1.0,Female,57.0,No,No,Yes,Yes,1.0,1.0,United States,California,Hacienda Heights,91745.0,"33.998471, -117.973758",33.998471,,4.0,1.0,Q3,Yes,1.0,72.0,None,Yes,6.41,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,,7657.4,0.0,0.0,461.52,8118.92,No Churn
818,5840-NVDCG,,Male,31.0,No,No,No,No,,1.0,United States,California,Chester,,"40.243494, -121.154733",40.243494,-121.15473300000001,3.0,1.0,Q3,No,0.0,26.0,Offer C,Yes,31.73,No,No,None,0.0,No,No,No,No,No,No,No,,Month-to-Month,No,Credit Card,20.9,518.3,,0.0,824.98,1343.28,No Churn
819,3842-QTGDL,1.0,Female,51.0,No,No,No,Yes,3.0,1.0,United States,California,Old Station,96071.0,"40.656287, -121.428965",40.656287,-121.42896499999999,3.0,1.0,Q3,No,0.0,62.0,Offer B,Yes,2.83,,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.0,1638.7,0.0,0.0,175.46,1814.16,No Churn
820,7861-UVUFT,1.0,Male,,No,No,No,No,0.0,1.0,United States,California,,95935.0,"39.381174, -121.21191",39.381174,-121.21191,2.0,1.0,Q3,No,0.0,58.0,Offer B,Yes,41.14,Yes,Yes,Fiber Optic,25.0,No,No,Yes,Yes,Yes,,Yes,No,One Year,Yes,Bank Withdrawal,104.65,6219.6,0.0,40.0,2386.12,8645.720000000001,Dissatisfaction
821,9825-YCXWZ,1.0,Male,47.0,No,No,No,No,0.0,1.0,United States,California,Groveland,95321.0,"37.902968, -119.667544",37.902968,-119.66754399999999,4.0,1.0,Q3,,0.0,38.0,Offer C,Yes,4.34,,Yes,Fiber Optic,26.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,3887.25,0.0,,164.92,4052.17,No Churn
822,1143-NMNQJ,1.0,Male,61.0,No,No,No,No,0.0,1.0,United States,California,Coarsegold,93614.0,"37.212191, -119.749323",37.212191,,4.0,1.0,Q3,No,0.0,3.0,None,Yes,44.97,No,Yes,Fiber Optic,16.0,Yes,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,82.3,,0.0,,134.91,369.31,No Churn
823,5649-TJHOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
824,3413-CSSTH,,,,,,,,,,United States,California,Tracy,95376.0,"37.680968, -121.446049",,-121.446049,4.0,1.0,Q3,Yes,10.0,61.0,None,Yes,,Yes,Yes,Cable,52.0,Yes,No,,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.35,,0.0,,,6486.1,No Churn
825,5574-NXZIU,1.0,Male,24.0,Yes,No,Yes,No,0.0,1.0,United States,California,Morgan Hill,95037.0,"37.161544, -121.649371",37.161544,-121.649371,3.0,1.0,Q3,Yes,1.0,70.0,,Yes,1.63,No,,DSL,41.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,,42.89,0.0,114.1,4594.46,No Churn
826,6474-FVJLC,1.0,Female,27.0,Yes,No,Yes,Yes,1.0,1.0,United States,California,,95119.0,"37.233226, -121.78809",,,5.0,,Q3,Yes,6.0,13.0,Offer D,Yes,16.74,No,No,None,0.0,No,No,No,No,No,,,No,Month-to-Month,No,Credit Card,18.8,251.25,,0.0,217.62,468.87,No Churn
827,4628-CTTLA,1.0,Female,54.0,No,,Yes,No,0.0,1.0,United States,California,Santa Rosa,95407.0,"38.394091, -122.739814",,-122.739814,,1.0,,Yes,8.0,37.0,None,Yes,15.51,No,No,None,,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.85,717.5,0.0,0.0,573.87,1291.37,No Churn
828,7758-UJWYS,,,,,,,,,,,,,,,,,,1.0,Q3,Yes,4.0,72.0,None,,16.82,No,Yes,Fiber Optic,25.0,Yes,No,Yes,,Yes,Yes,No,No,Two Year,Yes,Credit Card,104.1,,0.0,,1211.04,8698.74,No Churn
829,7369-TRPFD,1.0,Male,68.0,No,Yes,,No,0.0,1.0,,California,Pomona,91767.0,"34.083086, -117.737997",34.083086,-117.737997,3.0,1.0,Q3,Yes,3.0,,None,Yes,,Yes,Yes,Fiber Optic,,No,Yes,No,Yes,Yes,,No,Yes,One Year,No,Bank Withdrawal,107.05,,0.0,0.0,551.1999999999998,,No Churn
830,7633-MVPUY,1.0,Male,57.0,No,No,No,No,0.0,1.0,United States,California,Mount Laguna,91948.0,"32.830852, -116.444601",32.830852,,4.0,1.0,Q3,No,0.0,24.0,Offer C,Yes,13.13,Yes,Yes,,,No,Yes,,,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.85,2048.8,0.0,80.0,315.12,2443.92,No Churn
831,7739-LAXOG,,,,,,,,,1.0,United States,California,Los Angeles,90011.0,"34.00709, -118.258681",34.007090000000005,-118.25868100000001,5.0,1.0,Q3,Yes,4.0,65.0,None,Yes,48.53,Yes,Yes,Fiber Optic,,No,Yes,Yes,,,Yes,No,Yes,Two Year,,Bank Withdrawal,,7082.45,21.52,0.0,3154.4500000000007,10215.38,No Churn
832,0074-HDKDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
833,4816-OKWNX,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,1.0,,No,0.0,No,Yes,Cable,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.1,25.1,,0.0,0.0,25.1,Competitor
834,0670-ANMUU,1.0,Male,78.0,No,Yes,No,No,0.0,1.0,United States,California,Miranda,95553.0,,40.210895,-123.86,4.0,1.0,Q3,No,0.0,57.0,Offer B,Yes,28.44,No,Yes,DSL,24.0,No,No,Yes,Yes,No,No,,,One Year,Yes,Bank Withdrawal,53.5,3035.8,0.0,,1621.0800000000004,4656.88,No Churn
835,8277-RVRSV,1.0,Male,39.0,No,No,Yes,No,0.0,1.0,United States,California,Los Angeles,90014.0,,34.043144,-118.251977,3.0,1.0,Q3,Yes,7.0,,Offer B,Yes,5.69,Yes,Yes,,10.0,No,No,,No,Yes,,Yes,,One Year,No,Credit Card,100.35,5681.1,0.0,,330.0200000000001,6011.120000000001,No Churn
836,6711-FLDFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
837,3378-AJRAO,,Female,48.0,No,No,Yes,Yes,,1.0,United States,California,Montara,,"37.540582, -122.509594",37.540582,-122.50959399999999,3.0,1.0,Q3,Yes,,65.0,None,Yes,,Yes,No,None,,No,No,No,No,No,No,,No,Two Year,,Credit Card,26.0,1654.85,0.0,0.0,191.75,1846.6,No Churn
838,5353-WILCI,,Female,53.0,No,,No,No,0.0,1.0,United States,,Birds Landing,94512.0,"38.140719, -121.838298",38.140719,-121.838298,4.0,1.0,Q3,No,0.0,1.0,None,Yes,1.15,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.1,70.1,0.0,0.0,1.15,71.25,No Churn
839,4998-IKFSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Churn
840,5924-SNGKP,,,,,,,,,,,,,,,,,3.0,1.0,Q3,No,0.0,35.0,None,Yes,26.19,Yes,Yes,Fiber Optic,19.0,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,,3180.5,0.0,40.0,916.65,4137.15,No Churn
841,9134-WYRVP,1.0,Female,,,No,Yes,Yes,2.0,1.0,United States,California,Johannesburg,93528.0,"35.363339, -117.637641",35.363339,-117.63764099999999,1.0,1.0,Q3,Yes,1.0,2.0,None,,27.27,No,Yes,DSL,51.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,65.7,134.35,0.0,0.0,54.54,188.89,Competitor
842,6119-SPUDB,1.0,Male,,No,No,Yes,No,0.0,1.0,United States,California,,94117.0,,37.770533,-122.445121,3.0,,Q3,Yes,1.0,,Offer C,,,Yes,Yes,Fiber Optic,,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.05,2866.45,0.0,0.0,315.0,3181.45,Attitude
843,3198-VELRD,,,,,,,,,1.0,United States,California,Hydesville,,"40.557314, -124.081662",40.557314,-124.08166200000001,,1.0,Q3,Yes,4.0,,Offer B,Yes,43.57,No,Yes,DSL,30.0,Yes,,Yes,Yes,No,No,No,Yes,One Year,Yes,,65.85,3928.3,0.0,0.0,2614.2,6542.5,No Churn
844,4750-ZRXIU,1.0,Male,,No,No,Yes,,0.0,1.0,United States,California,Mountain Ranch,95246.0,"38.264262, -120.515133",38.264262,-120.515133,1.0,1.0,Q3,Yes,1.0,29.0,None,Yes,40.49,No,Yes,Fiber Optic,,,No,No,No,Yes,Yes,Yes,,,No,Credit Card,94.65,2649.15,0.0,0.0,,3823.36,Other
845,5311-IHLEI,,,,,,,,,,,,,,,,,4.0,1.0,Q3,Yes,8.0,69.0,Offer A,Yes,33.37,,Yes,Fiber Optic,24.0,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Credit Card,107.2,7317.1,0.0,0.0,2302.53,9619.63,No Churn
846,1636-NTNCO,1.0,Female,47.0,,No,No,No,0.0,1.0,United States,California,,91506.0,"34.169706, -118.323548",34.169706,-118.323548,,1.0,Q3,No,0.0,29.0,None,Yes,4.53,Yes,No,,0.0,No,No,No,No,No,No,,No,Month-to-Month,No,Bank Withdrawal,25.15,702.0,0.0,0.0,131.37,833.37,No Churn
847,5204-QZXPU,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,60.0,None,Yes,,Yes,,Fiber Optic,,No,,Yes,No,No,No,,Yes,,Yes,Bank Withdrawal,,4765.0,0.0,0.0,917.4,5682.4,No Churn
848,4301-VVZKA,,,,,,,,,1.0,,California,Artesia,90701.0,"33.867593, -118.080637",33.867593,-118.08063700000001,4.0,1.0,Q3,Yes,8.0,63.0,None,,10.67,Yes,,Fiber Optic,,No,Yes,,,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,109.25,6841.4,0.0,0.0,672.21,,No Churn
849,7126-RBHSD,,,,,,,,,,,,,,,,,3.0,1.0,Q3,No,0.0,1.0,None,Yes,20.06,No,,,24.0,,No,No,No,Yes,No,No,Yes,,Yes,,79.2,,0.0,0.0,20.06,99.26,Competitor
850,8573-JGCZW,,,,,,,,,,,,,,,,,2.0,1.0,Q3,Yes,1.0,37.0,None,No,0.0,No,Yes,,,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.2,1448.8,0.0,0.0,0.0,1448.8,Competitor
851,3806-YAZOV,1.0,Female,24.0,Yes,No,Yes,Yes,1.0,1.0,United States,California,Whittier,90602.0,"33.972119, -118.020188",33.972119,-118.02018799999999,5.0,1.0,Q3,Yes,10.0,8.0,None,Yes,31.86,No,Yes,Cable,59.0,No,Yes,No,Yes,No,No,No,,Month-to-Month,No,Bank Withdrawal,56.3,401.5,0.0,,254.88,686.38,No Churn
852,9979-RGMZT,1.0,Female,,No,,No,No,0.0,1.0,,California,San Diego,92121.0,"32.898613, -117.202937",32.898613,-117.202937,,1.0,Q3,No,0.0,16.0,Offer D,Yes,22.3,No,Yes,Fiber Optic,28.0,No,Yes,,No,,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,86.25,1340.1,0.0,0.0,356.8,1696.9,No Churn
853,2346-CZYIL,1.0,Female,,No,No,Yes,No,0.0,1.0,United States,,San Bernardino,92408.0,"34.084909, -117.258107",34.084909,-117.25810700000001,3.0,1.0,Q3,Yes,2.0,10.0,None,,0.0,No,Yes,Cable,20.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55,525.5,0.0,0.0,0.0,525.5,No Churn
854,6447-EGDIV,,,,,,,,,,,,,,,,,,1.0,Q3,Yes,1.0,34.0,None,Yes,,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,,0.0,0.0,70.38,2495.78,No Churn
855,3387-VATUS,,,,,,,,,1.0,United States,California,Santa Monica,90401.0,,34.015481,-118.49323100000001,4.0,1.0,Q3,No,0.0,62.0,Offer B,Yes,38.33,No,Yes,Cable,30.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,,4698.05,0.0,0.0,2376.46,7074.51,No Churn
856,8961-QDZZJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Price
857,9046-JBFWA,1.0,Female,29.0,Yes,No,No,No,0.0,1.0,United States,California,,95608.0,"38.626128, -121.328011",38.626128,-121.328011,4.0,1.0,,No,0.0,60.0,Offer B,No,,No,Yes,DSL,,Yes,,Yes,No,No,Yes,Yes,,One Year,Yes,Bank Withdrawal,44.45,2773.9,0.0,,0.0,2773.9,No Churn
858,7268-IGMFD,,,,,,,,,,,,,,,,,,1.0,,No,0.0,,None,Yes,6.19,No,Yes,,52.0,Yes,No,No,No,No,,Yes,Yes,Month-to-Month,,Credit Card,,73.6,0.0,0.0,6.19,79.78999999999998,Competitor
859,2874-YXVVA,,,,,,,,,,,,,,,,,3.0,1.0,Q3,No,0.0,1.0,Offer E,Yes,46.17,No,,Fiber Optic,30.0,No,No,,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,0.0,,46.17,116.27,Competitor
860,2039-JONDJ,,,,,,,,,,,,,,,,,3.0,1.0,Q3,Yes,9.0,64.0,Offer B,Yes,,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.25,6081.4,0.0,,1493.12,7574.519999999998,No Churn
861,2282-YGNOR,1.0,Female,43.0,,,No,Yes,1.0,1.0,United States,California,Los Gatos,95030.0,"37.222842, -121.988727",,-121.988727,,1.0,Q3,,0.0,12.0,Offer D,Yes,,Yes,,Fiber Optic,23.0,No,No,,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,76.6,893.0,0.0,,313.56,1206.56,No Churn
862,6922-NCEDI,1.0,Male,59.0,No,No,No,No,0.0,1.0,United States,California,Los Angeles,90028.0,"34.099869, -118.326843",,-118.326843,2.0,1.0,Q3,No,0.0,8.0,None,Yes,35.53,,Yes,Cable,5.0,No,No,No,No,,No,No,Yes,Month-to-Month,,Credit Card,45.15,438.4,0.0,0.0,,722.64,Other
863,2660-EMUBI,,,,,,,,,,,,,,,,,,1.0,Q3,No,0.0,7.0,Offer E,,48.36,No,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,95.35,660.9,34.29,0.0,338.52,965.13,Competitor
864,1363-TXLSL,1.0,,,Yes,No,Yes,Yes,2.0,1.0,United States,,,96061.0,"40.331975, -121.460674",,-121.460674,3.0,1.0,Q3,Yes,5.0,53.0,None,Yes,24.33,No,Yes,Fiber Optic,52.0,No,Yes,No,Yes,Yes,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,4779.45,0.0,0.0,1289.49,6068.94,No Churn
865,6060-QBMGV,1.0,,26.0,Yes,No,No,No,0.0,1.0,United States,California,Happy Camp,96039.0,"41.831901, -123.487478",41.831901,-123.487478,,1.0,Q3,No,0.0,38.0,None,Yes,36.18,No,Yes,Fiber Optic,,Yes,,Yes,No,No,,Yes,Yes,Month-to-Month,Yes,Credit Card,83.9,3233.6,0.0,0.0,1374.84,4608.44,Competitor
866,6087-MVHJH,1.0,Male,29.0,Yes,No,Yes,No,0.0,1.0,United States,California,Yuba City,95991.0,"39.02741, -121.614982",,-121.61498200000001,4.0,1.0,Q3,Yes,5.0,17.0,Offer D,No,0.0,No,Yes,DSL,27.0,No,No,Yes,Yes,Yes,Yes,Yes,,One Year,No,Bank Withdrawal,,934.8,47.73,,0.0,887.0699999999998,No Churn
867,5751-USDBL,,Female,54.0,No,No,,No,0.0,1.0,United States,California,Arcadia,91006.0,"34.137319, -118.029837",,,5.0,1.0,Q3,No,0.0,2.0,,Yes,15.67,No,,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,135.2,0.0,0.0,31.34,166.54,No Churn
868,4657-FWVFY,1.0,Female,19.0,,No,No,No,,1.0,United States,California,Santa Cruz,95065.0,,37.031403999999995,-121.98186499999998,1.0,1.0,Q3,No,0.0,1.0,None,Yes,40.48,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.95,20.95,,0.0,,61.42999999999999,Price
869,0080-OROZO,,,,,,,,,,,,,,,,,,1.0,Q3,No,,66.0,Offer A,Yes,36.48,Yes,Yes,,5.0,Yes,Yes,No,Yes,No,,No,Yes,One Year,,Credit Card,63.85,4174.35,,0.0,2407.68,6582.030000000002,No Churn
870,3308-DGHKL,,,,,,,,,,,,,,,,,5.0,1.0,Q3,Yes,7.0,,Offer D,Yes,46.71,Yes,Yes,Fiber Optic,8.0,,Yes,,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1336.9,0.0,0.0,794.07,,No Churn
871,1525-LNLOJ,,,,,,,,,,,,,,,,,4.0,,Q3,Yes,7.0,54.0,Offer B,Yes,,Yes,Yes,Fiber Optic,26.0,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,,114.65,6049.5,0.0,,615.6,6665.1,No Churn
872,2592-HODOV,1.0,Male,,No,No,No,Yes,3.0,1.0,United States,California,Los Angeles,,"34.110845, -118.259595",34.110845,-118.25959499999999,1.0,1.0,Q3,No,0.0,,None,Yes,12.6,No,Yes,Fiber Optic,,No,No,,No,,,No,Yes,,,Bank Withdrawal,69.7,316.9,0.0,,63.0,379.9,Competitor
873,1297-VQDRP,,,,,,,,,,,,,,,,,,,Q3,No,0.0,72.0,None,Yes,24.19,Yes,Yes,Fiber Optic,13.0,No,,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.6,8012.75,0.0,0.0,1741.68,9754.43,No Churn
