Customer ID,Churn Category
3824-RHKVR,No Churn
5168-MSWXT,Dissatisfaction
7869-ZYDST,No Churn
3785-KTYSH,No Churn
4717-GHADL,No Churn
8336-TAVKX,No Churn
5788-YPOEG,No Churn
5863-OOKCL,Dissatisfaction
5297-MDOIR,No Churn
5458-CQJTA,No Churn
7047-FWEYA,Attitude
1396-QWFBJ,No Churn
1399-OUPJN,No Churn
2580-ASVVY,No Churn
0486-LGCCH,No Churn
4391-RESHN,No Churn
2465-BLLEU,No Churn
0392-BZIUW,No Churn
6586-MYGKD,No Churn
4732-RRJZC,No Churn
6260-XLACS,No Churn
6173-GOLSU,Dissatisfaction
1027-LKKQQ,No Churn
7240-ETPTR,No Churn
7463-IFMQU,No Churn
9730-DRTMJ,No Churn
6772-KSATR,No Churn
6645-MXQJT,Competitor
8294-UIMBA,No Churn
2921-XWDJH,No Churn
3855-ONCAR,No Churn
6691-CCIHA,No Churn
9715-SBVSU,Competitor
5397-TUPSH,Dissatisfaction
1357-BIJKI,No Churn
7247-XOZPB,No Churn
2135-DQWAQ,Other
1029-QFBEN,No Churn
2157-MXBJS,No Churn
1455-ESIQH,No Churn
3003-CMDUU,No Churn
7025-WCBNE,No Churn
0727-IWKVK,No Churn
6823-SIDFQ,No Churn
4927-WWOOZ,Competitor
2616-FLVQC,No Churn
4361-BKAXE,Competitor
7137-RYLPP,No Churn
6646-VRFOL,No Churn
2533-QVMSK,No Churn
6551-ZCOTS,No Churn
1447-PJGGA,Price
2419-FSORS,No Churn
3545-CNWRG,Price
9833-TGFHX,No Churn
0468-YRPXN,No Churn
7596-ZYWBB,No Churn
4644-OBGFZ,No Churn
2002-MZHWP,Attitude
2856-HYAPG,Competitor
4759-PXTAN,Price
3675-YDUPJ,No Churn
2616-UUTFK,No Churn
5446-DKWYW,No Churn
6352-TWCAU,No Churn
0508-SQWPL,No Churn
3410-YOQBQ,No Churn
0519-DRGTI,No Churn
6384-VMJHP,Competitor
9361-YNQWJ,No Churn
1137-DGOWI,No Churn
4282-YMKNA,Attitude
5324-KTGCG,No Churn
8183-ONMXC,Competitor
9621-OUPYD,No Churn
8456-QDAVC,No Churn
5696-EXCYS,No Churn
6982-UQZLY,No Churn
1116-DXXDF,Other
9108-EJFJP,Dissatisfaction
9688-YGXVR,No Churn
9602-WCXPI,No Churn
2925-VDZHY,No Churn
8267-KFGYD,Attitude
6569-KTMDU,No Churn
2675-DHUTR,No Churn
5167-GBFRE,No Churn
2043-WVTQJ,No Churn
0895-LMRSF,No Churn
5457-COLHT,No Churn
7617-EYGLW,No Churn
9957-YODKZ,No Churn
3011-WQKSZ,Other
8224-IVVPA,No Churn
6685-XSHHU,No Churn
3656-TKRVZ,No Churn
0761-AETCS,No Churn
7248-VZQLC,Competitor
7294-TMAOP,No Churn
8805-JNRAZ,No Churn
9524-EGPJC,No Churn
3563-SVYLG,No Churn
1216-BGTSP,No Churn
5777-KJIRB,No Churn
8024-XNAFQ,Dissatisfaction
2386-LAHRK,Competitor
4012-YCFAI,Attitude
6861-OKBCE,No Churn
1705-GUHPV,No Churn
2995-YWTCD,No Churn
1163-ONYEY,No Churn
7576-OYWBN,No Churn
1930-BZLHI,No Churn
6614-VBEGU,No Churn
8220-OCUFY,No Churn
0021-IKXGC,Price
5959-BELXA,No Churn
9233-PSYHO,No Churn
0023-HGHWL,Dissatisfaction
6087-YPWHO,No Churn
5317-FLPJF,No Churn
1927-QEWMY,No Churn
9350-ZXYJC,No Churn
1724-BQUHA,Competitor
1047-NNCBF,Dissatisfaction
8625-AZYZY,No Churn
4018-KJYUY,No Churn
9068-FHQHD,No Churn
7026-YMSBE,No Churn
5176-OLSKT,Competitor
4547-KQRTM,Competitor
2582-FFFZR,No Churn
9514-JDSKI,No Churn
9821-POOTN,Attitude
4361-FEBGN,No Churn
1264-BYWMS,Attitude
8058-JMEQO,No Churn
3932-CMDTD,No Churn
9631-XEYKE,Competitor
2208-UGTGR,No Churn
7354-OIJLX,Attitude
0257-ZESQC,No Churn
9210-IAHGH,No Churn
9738-QLWTP,No Churn
7394-FKDNK,Attitude
5980-NOPLP,Competitor
7270-BDIOA,Other
0730-BGQGF,Dissatisfaction
9013-AQORL,No Churn
6242-FEGFD,Price
4077-HWUYD,No Churn
3658-KIBGF,No Churn
7198-GLXTC,No Churn
9199-PWQVC,No Churn
9644-UMGQA,No Churn
8564-LDKFL,Dissatisfaction
1666-JXLKU,No Churn
0156-FVPTA,No Churn
9391-YZEJW,No Churn
2007-QVGAW,Price
9565-DJPIB,No Churn
3229-USWAR,No Churn
8033-ATFAS,Price
0932-YIXYU,Dissatisfaction
2242-MFOTG,No Churn
5707-ZMDJP,No Churn
6696-YDAYZ,No Churn
1400-WIVLL,No Churn
5614-DNZCE,Competitor
1832-PEUTS,No Churn
6646-QVXLR,No Churn
5835-BEQEU,No Churn
4614-NUVZD,Dissatisfaction
7571-YXDAD,No Churn
5385-SUIRI,No Churn
7234-FECYN,No Churn
0822-GAVAP,Competitor
6161-UUUTA,No Churn
8421-WZOOW,Price
0607-MVMGC,No Churn
2612-PHGOX,Attitude
7486-KSRVI,No Churn
6476-EPYZR,No Churn
3399-BMLVW,No Churn
2656-TABEH,No Churn
1866-DIOQZ,Competitor
8990-YOZLV,No Churn
6522-OIQSX,Other
9647-ERGBE,No Churn
0487-CRLZF,No Churn
5176-LMJXE,Attitude
1602-IJQQE,No Churn
7931-PXHFC,No Churn
0060-FUALY,No Churn
4203-QGNZA,No Churn
8535-SFUTN,No Churn
9392-XBGTD,No Churn
0147-ESWWR,No Churn
2472-OVKUP,No Churn
1591-MQJTP,No Churn
0979-PHULV,No Churn
0547-HURJB,No Churn
5985-TBABQ,No Churn
2386-OWURY,Dissatisfaction
1399-UBQIU,No Churn
8361-LBRDI,Competitor
6469-MRVET,No Churn
0484-JPBRU,No Churn
8885-QSQBX,No Churn
2746-DIJLO,No Churn
6234-RAAPL,No Churn
8108-UXRQN,No Churn
8495-LJDFO,No Churn
2205-LPVGL,No Churn
5996-DAOQL,No Churn
5419-JKZNQ,No Churn
8905-IAZPF,No Churn
6711-VTNRE,Competitor
3712-PKXZA,No Churn
5052-PNLOS,No Churn
2193-SFWQW,No Churn
7030-NJVDP,Competitor
1599-MMYRQ,No Churn
8295-KMENE,No Churn
0390-DCFDQ,No Churn
3858-VOBET,No Churn
4199-QHJNM,Other
4236-UJPWO,Competitor
2188-SXWVT,No Churn
8069-YQQAJ,No Churn
7527-QNRUS,No Churn
9801-NOSHQ,Competitor
8540-ZQGEA,No Churn
0829-DDVLK,No Churn
9172-ANCRX,No Churn
5249-QYHEX,No Churn
0442-ZXKVS,No Churn
2725-TTRIQ,No Churn
3635-QQRQD,Other
1866-ZSLJM,No Churn
3866-MDTUB,Competitor
1905-OEILC,No Churn
9367-WXLCH,No Churn
7134-MJPDY,Competitor
1448-CYWKC,No Churn
0674-GCDXG,Price
2758-RNWXS,No Churn
4317-VTEOA,No Churn
3796-ENZGF,No Churn
9851-QXEEQ,No Churn
7153-CHRBV,No Churn
1704-NRWYE,No Churn
0129-QMPDR,Dissatisfaction
9950-MTGYX,Other
1564-HJUVY,No Churn
2634-HCZGT,No Churn
7096-UCLNH,Competitor
2657-ALMWY,No Churn
5642-MHDQT,No Churn
1571-SAVHK,No Churn
9350-VLHMB,No Churn
9770-KXGQU,No Churn
2040-VZIKE,No Churn
0628-CNQRM,No Churn
4194-FJARJ,No Churn
2088-IEBAU,No Churn
6267-DCFFZ,No Churn
6563-VNPMN,Competitor
9127-FHJBZ,Competitor
6585-WCEWR,Competitor
6231-WFGFH,Price
1402-PTHGN,Competitor
5609-IMCGG,No Churn
4423-YLHDV,No Churn
2619-WFQWU,No Churn
7021-XSNYE,Other
7912-SYRQT,Competitor
2239-CGBUZ,No Churn
8566-YPRGL,No Churn
3776-EKTKM,No Churn
9978-HYCIN,No Churn
6910-HADCM,No Churn
4808-YNLEU,Competitor
6804-GDMOI,No Churn
5921-NGYRH,Other
9711-FJTBX,No Churn
5850-BDWCY,No Churn
6668-CNMFP,No Churn
6128-AQBMT,Attitude
0174-QRVVY,Other
2774-LVQUS,No Churn
3195-TQDZX,No Churn
7503-EPSZW,No Churn
8158-WPEZG,No Churn
8645-KOMJQ,No Churn
3523-QRQLL,No Churn
8819-WFGGJ,No Churn
7153-OANIO,No Churn
9173-IVZVP,No Churn
7771-CFQRQ,Attitude
7956-XQWGU,No Churn
8316-BBQAY,No Churn
8580-QVLOC,No Churn
4065-JJAVA,No Churn
0203-HHYIJ,No Churn
4210-QFJMF,No Churn
7643-RCHXS,No Churn
2612-RANWT,No Churn
3450-WXOAT,No Churn
7614-QVWQL,Price
9058-CBREO,No Churn
8779-YIQQA,No Churn
9959-WOFKT,No Churn
8066-POXGX,No Churn
9752-ZNQUT,Competitor
4877-EVATK,No Churn
5204-HMGYF,No Churn
2474-LCNUE,No Churn
0168-XZKBB,No Churn
8637-XJIVR,Competitor
3714-XPXBW,No Churn
2257-BOVXD,Price
8393-DLHGA,No Churn
9702-AIUJO,No Churn
7508-MYBOG,Dissatisfaction
4074-SJFFA,No Churn
8706-HRADD,No Churn
0887-WBJVH,No Churn
9555-SAHUZ,No Churn
9465-RWMXL,No Churn
2546-KZAAT,No Churn
5448-VWNAM,No Churn
4936-YPJNK,No Churn
9348-YVOMK,No Churn
9888-ZCUMM,No Churn
8148-NLEGT,No Churn
5600-KTXFM,No Churn
2988-QRAJY,No Churn
4061-UKJWL,Competitor
8718-PTMEZ,No Churn
6298-QDFNH,No Churn
6116-RFVHN,No Churn
7157-SMCFK,No Churn
3519-ZKXGG,No Churn
8232-CTLKO,No Churn
4124-MMETB,Other
7580-UGXNC,No Churn
5813-UECBU,No Churn
2141-RRYGO,No Churn
1360-RCYRT,No Churn
1302-UHBDD,No Churn
1169-SAOCL,No Churn
7495-OOKFY,No Churn
5839-SUYVZ,Price
6188-UXBBR,Competitor
2200-DSAAL,No Churn
4678-DVQEO,No Churn
6005-OBZPH,No Churn
9795-SHUHB,No Churn
9356-AXGMP,No Churn
1245-HARPS,Dissatisfaction
0078-XZMHT,No Churn
8853-TZDGH,No Churn
9620-QJREV,No Churn
3113-IWHLC,Dissatisfaction
3324-OIRTO,No Churn
3570-YUEKJ,No Churn
7581-EBBOU,No Churn
7750-EYXWZ,Attitude
5360-LJCNJ,No Churn
7517-LDMPS,No Churn
2592-SEIFQ,Competitor
3794-NFNCH,No Churn
8920-NAVAY,No Churn
4674-HGNUA,No Churn
2674-MLXMN,Price
8561-NMTBD,No Churn
6960-HVYXR,No Churn
0864-FVJNJ,No Churn
8395-ETZKQ,No Churn
1544-JJMYL,Attitude
6317-YPKDH,Attitude
8305-VHZBZ,No Churn
8205-VSLRB,Competitor
0019-EFAEP,No Churn
2821-WARNZ,No Churn
2694-CIUMO,No Churn
9931-KGHOA,No Churn
0011-IGKFF,No Churn
0617-AQNWT,No Churn
0859-YGKFW,No Churn
4826-DXMUP,No Churn
1431-AIDJQ,No Churn
3197-NNYNB,Competitor
2990-HWIML,No Churn
1751-NCDLI,No Churn
7112-OPOTK,No Churn
4009-ALQFH,Competitor
1089-XZWHH,No Churn
4320-QMLLA,No Churn
6349-JDHQP,Competitor
2737-YNGYW,No Churn
1907-UBQFC,No Churn
6923-EFPNL,No Churn
4526-ZJJTM,No Churn
0093-EXYQL,No Churn
0337-CNPZE,Competitor
8382-SHQEH,No Churn
3482-ABPKK,Dissatisfaction
1406-PUQVY,No Churn
6303-KFWSL,No Churn
8947-YRTDV,Other
9000-PLFUZ,No Churn
9617-UDPEU,No Churn
5656-JAMLX,Other
6345-ULYRW,Dissatisfaction
3400-ESFUW,No Churn
4923-ADWXJ,Competitor
6650-VJONK,Attitude
7504-UWHNB,No Churn
9848-JQJTX,No Churn
0575-CUQOV,No Churn
2560-QTSBS,No Churn
1187-WILMM,No Churn
9853-JFZDU,No Churn
4013-TLDHQ,No Churn
5651-WYIPH,No Churn
6302-JGYRJ,No Churn
8634-CILSZ,No Churn
1644-IRKSF,Competitor
9651-GTSAQ,No Churn
9878-TNQGW,No Churn
7609-NRNCA,No Churn
7969-FFOWG,Attitude
7632-MNYOY,Competitor
2079-FBMZK,No Churn
1465-VINDH,No Churn
2220-IAHLS,No Churn
1591-NFNLQ,No Churn
6650-BWFRT,No Churn
5995-SNNEW,No Churn
1352-HNSAW,No Churn
8010-EZLOU,No Churn
4531-AUZNK,No Churn
6211-WWLTF,Attitude
9867-XOBQA,Price
0107-YHINA,No Churn
7971-HLVXI,No Churn
3565-UNOCC,Dissatisfaction
8818-XYFCQ,Dissatisfaction
0557-ASKVU,No Churn
9259-PACGQ,Other
5229-DTFYB,Dissatisfaction
2186-QZEYA,No Churn
8092-NLTGF,No Churn
4248-QPAVC,No Churn
5965-GGPRW,No Churn
3454-JFUBC,No Churn
8182-PNAGI,No Churn
2181-TIDSV,No Churn
4819-HJPIW,No Churn
0420-TXVSG,Competitor
8120-JDCAM,No Churn
2027-FECZV,No Churn
0831-JNISG,Other
5879-SESNB,No Churn
7825-GKXMW,Competitor
0345-XMMUG,No Churn
8631-NBHFZ,No Churn
2740-JFBOK,No Churn
2931-SVLTV,No Churn
3999-QGRJH,No Churn
4741-WWJQZ,Competitor
0704-VCUMB,No Churn
6077-BDPXA,Attitude
8631-WUXGY,Price
2436-QBZFP,No Churn
7138-GIRSH,No Churn
1231-YNDEK,Dissatisfaction
4959-JOSRX,No Churn
8800-ZKRFW,No Churn
4455-BFSPD,No Churn
3422-GALYP,No Churn
5084-OOVCJ,Competitor
8028-PNXHQ,No Churn
7601-DHFWZ,No Churn
8229-TNIQA,No Churn
6993-YGFJV,Dissatisfaction
4835-YSJMR,No Churn
4513-CXYIX,No Churn
5494-HECPR,No Churn
1689-YQBYY,No Churn
1862-SKORY,Competitor
9889-TMAHG,No Churn
5668-MEISB,Competitor
8651-ENBZX,Price
4854-SSLTN,No Churn
2862-JVEOY,No Churn
8593-WHYHV,Other
9330-IJWIO,No Churn
4853-OITSN,No Churn
4603-JANFB,No Churn
8648-PFRMP,Other
4335-BSMJS,No Churn
2522-AHJXR,No Churn
5649-ANRML,No Churn
3892-NXAZG,Competitor
1156-ZFYDO,No Churn
8938-UMKPI,No Churn
0897-FEGMU,No Churn
7244-QWYHG,No Churn
6185-TASNN,No Churn
3913-RDSJZ,No Churn
0301-FIDRB,No Churn
4366-CTOUZ,No Churn
0481-SUMCB,No Churn
7921-BEPCI,Dissatisfaction
3307-TLCUD,Attitude
3523-BRGUW,Attitude
1680-VDCWW,Other
0988-JRWWP,No Churn
6583-QGCSI,Competitor
3144-KMTWZ,No Churn
2577-GVSIL,No Churn
9821-BESNZ,No Churn
7361-YPXFS,No Churn
0378-XSZPU,No Churn
1518-OMDIK,No Churn
8100-HZZLJ,No Churn
7113-HIPFI,No Churn
7242-EDTYC,No Churn
0366-NQSHS,Competitor
0428-IKYCP,No Churn
3518-FSTWG,No Churn
6139-ZZRBQ,No Churn
1725-MIMXW,Attitude
8229-MYEJZ,No Churn
2192-OZITF,No Churn
5135-GRQJV,No Churn
7266-GSSJX,Competitor
5348-CAGXB,No Churn
5562-BETPV,No Churn
0567-GGCAC,Dissatisfaction
4067-HLYQI,No Churn
6682-QJDGB,Competitor
9928-BZVLZ,No Churn
3227-WLKLI,No Churn
6568-POCUI,No Churn
6032-KRXXO,No Churn
0464-WJTKO,Competitor
4795-WRNVT,No Churn
9614-RMGHA,Attitude
3174-AKMAS,Price
1508-DFXCU,Competitor
3082-WQRVY,No Churn
8910-ICHIU,No Churn
0723-FDLAY,Competitor
6776-TLWOI,No Churn
1552-AAGRX,No Churn
5046-NUHWD,No Churn
0723-VSOBE,Competitor
7634-HLQJR,No Churn
6229-UOLQL,Competitor
8050-WYBND,No Churn
3211-ILJTT,Price
2674-MIAHT,Competitor
1307-TVUFB,Other
2722-VOJQL,Competitor
8970-ANWXO,No Churn
3566-CAAYU,No Churn
3571-RFHAR,Competitor
0702-PGIBZ,No Churn
2408-TZMJL,Competitor
5339-PXDVH,No Churn
0980-PVMRC,No Churn
8203-XJZRC,No Churn
2896-TBNBE,No Churn
5312-UXESG,No Churn
1403-GYAFU,No Churn
3181-MIZBN,Price
8393-JMVMB,No Churn
5313-FPXWG,No Churn
3750-CKVKH,No Churn
9668-PUGNU,No Churn
7318-EIVKO,Competitor
1776-SPBWV,No Churn
6461-SZMCV,No Churn
2885-HIJDH,No Churn
6048-UWKAL,No Churn
9540-JYROE,Competitor
8429-XIBUM,No Churn
1209-VFFOC,No Churn
2362-IBOOY,No Churn
6038-GCYEC,No Churn
1088-AUUZZ,Competitor
7639-SUPCW,No Churn
2167-FQSTQ,No Churn
8268-YDIXR,No Churn
6029-CSMJE,No Churn
6901-GOGZG,Competitor
1952-DVVSW,Dissatisfaction
9124-LHCJQ,No Churn
5186-PEIZU,Competitor
7665-NKLAV,No Churn
4902-OHLSK,No Churn
1206-EHBDD,No Churn
2753-JMMCV,No Churn
4277-PVRAN,No Churn
1724-IQWNM,No Churn
4990-ALDGW,No Churn
6505-OZNPG,No Churn
2626-URJFX,No Churn
0750-EKNGL,No Churn
6034-ZRYCV,No Churn
8807-ARQET,Competitor
6992-TKNYO,No Churn
7234-KMNRQ,No Churn
6557-BZXLQ,Attitude
3259-FDWOY,No Churn
5306-BVTKJ,No Churn
5577-OTWWW,No Churn
0581-BXBUB,No Churn
1265-ZFOSD,No Churn
0237-YFUTL,No Churn
6096-EGVTU,No Churn
5915-DGNVC,No Churn
9261-WDCAF,No Churn
3274-NSDWE,No Churn
5889-JTMUL,Competitor
1229-RCALF,Dissatisfaction
9189-JWSHV,No Churn
6340-DACFT,No Churn
8784-CGILN,No Churn
3657-COGMW,No Churn
0696-UKTOX,No Churn
9710-NJERN,Competitor
2236-HILPA,No Churn
9402-CXWPL,No Churn
3985-HOYPM,No Churn
4255-DDUOU,Competitor
6710-HSJRD,No Churn
9788-HNGUT,No Churn
2480-JZOSN,No Churn
4609-KNNWG,No Churn
2232-DMLXU,No Churn
8532-UEFWH,No Churn
3705-RHRFR,No Churn
4452-ROHMO,Competitor
5127-BZENZ,No Churn
8559-CIZFV,No Churn
4919-MOAVT,No Churn
0839-JTCUD,No Churn
6855-VLGOS,No Churn
9603-OAIHC,Attitude
4291-SHSBH,No Churn
0541-FITGH,No Churn
2683-BPJSO,No Churn
0621-CXBKL,Other
8266-VBFQL,No Churn
3312-ZWLGF,No Churn
7325-ENZFI,No Churn
2692-AQCPF,Dissatisfaction
4807-IZYOZ,No Churn
6142-VSJQO,Attitude
5119-KEPFY,No Churn
5453-AXEPF,No Churn
7321-VGNKU,No Churn
6661-HBGWL,No Churn
1965-DDBWU,No Churn
4860-IJUDE,No Churn
7341-LXCAF,No Churn
0750-EBAIU,Dissatisfaction
8221-HVAYI,Attitude
9469-WEJBT,No Churn
2692-PFYTJ,No Churn
2819-GWENI,No Churn
5188-HGMLP,No Churn
9574-BOSMD,No Churn
3363-EWLGO,Competitor
0277-ORXQS,No Churn
6576-FBXOJ,No Churn
5076-YVXCM,Attitude
5373-SFODM,No Churn
0970-ETWGE,Dissatisfaction
9418-RUKPH,No Churn
4578-PHJYZ,Attitude
7028-DVOIQ,No Churn
9786-YWNHU,Attitude
0983-TATYJ,Competitor
3768-NLUBH,Attitude
7841-FCRQD,No Churn
5730-DBDSI,No Churn
8065-QBYTO,No Churn
4198-VFOEA,No Churn
2391-IPLOP,No Churn
1809-DMJHQ,No Churn
0141-YEAYS,No Churn
1716-LSAMB,No Churn
6732-VAILE,No Churn
3319-DWOEP,No Churn
4193-IBKSW,Price
9835-ZIITK,No Churn
3961-SXAXY,No Churn
0181-RITDD,No Churn
3512-IZIKN,No Churn
7421-ZLUPA,No Churn
0699-NDKJM,No Churn
6248-BSHKG,No Churn
3694-GLTJM,No Churn
1023-BQXZE,Other
5286-YHCVC,Competitor
4430-UZIPO,Dissatisfaction
2739-CACDQ,No Churn
1104-TNLZA,No Churn
9107-UKCKY,No Churn
0328-GRPMV,No Churn
2057-BOYKM,No Churn
6979-TNDEU,Competitor
0749-IRGQE,Attitude
0089-IIQKO,No Churn
0187-QSXOE,No Churn
8242-JSVBO,No Churn
3886-CERTZ,No Churn
5047-LHVLY,No Churn
3084-DOWLE,Competitor
2851-STERV,Competitor
6275-YDUVO,Competitor
8740-XLHDR,No Churn
7579-KKLOE,Attitude
3733-ZEECP,Dissatisfaction
5322-TEUJK,No Churn
6060-DRTNL,No Churn
4192-GORJT,Competitor
3462-BJQQA,No Churn
9323-HGFWY,No Churn
7916-VCCPB,Competitor
1548-FEHVL,No Churn
2072-ZVJJX,Dissatisfaction
3466-WAESX,No Churn
2400-FEQME,No Churn
5795-KTGUD,Competitor
3466-BYAVD,No Churn
0139-IVFJG,No Churn
8084-OIVBS,No Churn
5606-AMZBO,No Churn
7016-BPGEU,No Churn
4289-DTDKW,No Churn
9374-YOLBJ,No Churn
7203-OYKCT,Competitor
4291-TPNFG,Competitor
7878-RTCZG,Dissatisfaction
6656-GULJQ,No Churn
3721-CNEYS,No Churn
5312-IRCFR,No Churn
3269-ATYWD,Attitude
9692-TUSXH,No Churn
8782-NUUOL,Attitude
4817-VYYWS,No Churn
9685-WKZGT,No Churn
1213-NGCUN,No Churn
4892-VLANZ,No Churn
7551-JOHTI,No Churn
0847-HGRML,No Churn
5605-IYGFG,No Churn
1852-QSWCD,No Churn
0258-NOKBL,No Churn
1136-XGEQU,No Churn
3224-DFQNQ,No Churn
5445-GLVOT,No Churn
3458-IDMFK,Other
8735-SDUFN,No Churn
8687-BAFGU,No Churn
3926-CUQZX,Competitor
7250-EQKIY,Competitor
1320-HTRDR,No Churn
8823-RLPWL,No Churn
2018-QKYGT,No Churn
5846-QFDFI,No Churn
4800-CZMPC,No Churn
0795-LAFGP,No Churn
7548-SEPYI,No Churn
6838-HVLXG,No Churn
5207-PLSTK,No Churn
9068-VPWQQ,No Churn
7722-VJRQD,Dissatisfaction
3977-QCRSL,Price
2273-QCKXA,No Churn
2194-IIQOF,Other
3884-UEBXB,No Churn
4160-AMJTL,No Churn
5748-RNCJT,No Churn
0722-SVSFK,Attitude
8705-WZCYL,No Churn
6877-LGWXO,No Churn
6507-ZJSUR,No Churn
3338-CVVEH,No Churn
3230-WYKIR,No Churn
0402-OAMEN,No Churn
3331-HQDTW,No Churn
4929-XIHVW,No Churn
4658-HCOHW,No Churn
5498-TXHLF,No Churn
5884-FBCTL,Dissatisfaction
8023-QHAIO,No Churn
1866-NXPSP,Competitor
6635-CPNUN,Competitor
2606-PKWJB,No Churn
5449-FIBXJ,No Churn
4231-LZUYM,No Churn
5445-UTODQ,No Churn
5149-TGWDZ,Competitor
4023-RTIQM,No Churn
4598-ZADCK,Competitor
1678-FYZOW,No Churn
2754-XBHTB,No Churn
0902-XKXPN,No Churn
4957-TIALW,Dissatisfaction
5756-OZRIO,Attitude
7813-TKCVO,Price
7114-AEOZE,No Churn
2208-MPXIO,No Churn
4238-HFHSN,No Churn
1452-VOQCH,No Churn
9397-TZSHA,No Churn
0480-KYJVA,Other
1226-IENZN,No Churn
5842-POCOP,No Churn
3804-RVTGV,No Churn
6265-FRMTQ,No Churn
6904-JLBGY,No Churn
1016-DJTSV,Price
4840-ORQXB,No Churn
7721-JXEAW,Competitor
9408-HRXRK,No Churn
2430-USGXP,Competitor
6655-LHBYW,Other
0621-HJWXJ,No Churn
4316-XCSLJ,Competitor
5537-UXXVS,No Churn
7310-EGVHZ,Dissatisfaction
1093-YSWCA,Dissatisfaction
7459-IMVYU,No Churn
4432-ADRLB,No Churn
3055-MJDSB,Price
8780-IHCRN,No Churn
3374-LXDEV,No Churn
5593-SUAOO,No Churn
0178-CIIKR,No Churn
6968-MHOMU,Competitor
6900-PXRMS,No Churn
2928-HLDBA,No Churn
2845-HSJCY,No Churn
7880-XSOJX,No Churn
7586-ZATGZ,No Churn
3941-XTSKM,No Churn
7173-TETGO,No Churn
2172-EJXVF,No Churn
3765-JXVKY,No Churn
1904-WAJAA,Dissatisfaction
0670-KDOMA,No Churn
0754-UKWQP,No Churn
3170-NMYVV,Competitor
1009-IRMNA,No Churn
8060-HIWJJ,No Churn
0786-IVLAW,Competitor
6308-CQRBU,Competitor
3916-NRPAP,No Churn
5630-IXDXV,No Churn
9239-GZHZE,No Churn
7905-TVXTA,No Churn
9143-CANJF,Price
7167-PCEYD,No Churn
7442-YGZFK,Price
8414-OOEEL,No Churn
9581-GVBXT,No Churn
0963-ZBDRN,No Churn
6718-BDGHG,Competitor
9708-KFDBY,No Churn
1746-TGTWV,Competitor
3407-QGWLG,No Churn
1060-ENTOF,Competitor
8896-RAZCR,No Churn
3340-QBBFM,No Churn
4250-FDVOU,No Churn
6867-ACCZI,No Churn
7541-YLXCL,Attitude
2026-TGDHM,No Churn
5808-TOTXO,Dissatisfaction
3746-EUBYR,No Churn
2164-SOQXL,Other
4534-WGCIR,No Churn
5281-BUZGT,Competitor
5736-YEJAX,No Churn
1568-LJSZU,Other
9402-ORRAH,Competitor
9079-LWTFD,Competitor
5970-GHJAW,No Churn
2927-QRRQV,No Churn
0017-IUDMW,No Churn
9138-EFSMO,No Churn
3798-EPWRR,No Churn
2439-QKJUL,Dissatisfaction
6603-QWSPR,No Churn
6023-GSSXW,No Churn
2233-FAGXV,No Churn
8746-BFOAJ,No Churn
2636-ALXXZ,No Churn
3452-ABWRL,Dissatisfaction
6928-ONTRW,Competitor
0835-DUUIQ,No Churn
6582-OIVSP,Dissatisfaction
5734-EJKXG,No Churn
5616-PRTNT,No Churn
3943-KDREE,No Churn
1928-BXYIV,No Churn
7503-ZGUZJ,No Churn
9674-EHPPG,No Churn
4918-QLLIW,No Churn
0952-KMEEH,Price
4003-FUSHP,Other
6152-ONASV,No Churn
7209-JCUDS,No Churn
6704-UTUKK,No Churn
5622-UEJFI,Competitor
8565-WUXZU,No Churn
5339-TJFEK,No Churn
3191-CSNMG,No Churn
4713-ZBURT,No Churn
6873-UDNLD,Price
5269-NRGDP,No Churn
2225-ZRGSG,No Churn
2812-REYAT,No Churn
5171-EPLKN,No Churn
3521-SYVOR,No Churn
5115-SQAAU,No Churn
4360-QRAVE,No Churn
3278-FSIXX,No Churn
1752-OZXFY,Dissatisfaction
3178-CIFOT,Competitor
6652-YFFJO,Dissatisfaction
4226-KKDON,Competitor
5055-BRMNE,Attitude
4097-YODCF,No Churn
2842-JTCCU,Competitor
9360-OMDZZ,Competitor
2908-ZTPNF,No Churn
0902-RFHOF,Competitor
9824-QCJPK,Attitude
8756-RDDLT,No Churn
8999-EXMNO,Dissatisfaction
6885-PKOAM,No Churn
4855-SNKMY,No Churn
2259-OUUSZ,No Churn
8100-PNJMH,No Churn
5322-ZSMZY,No Churn
2321-OMBXY,Other
2969-QWUBZ,No Churn
8608-OZTLB,Competitor
4881-JVQOD,No Churn
3070-BDOQC,Other
1506-YJTYT,No Churn
2004-OCQXK,No Churn
1970-KKFWL,Competitor
8780-IXSTS,Attitude
6432-TWQLB,Dissatisfaction
2632-IVXVF,No Churn
4872-VXRIL,No Churn
9026-RNUJS,Other
7322-OCWHC,No Churn
2379-ENZGV,No Churn
2782-JEEBU,No Churn
2371-KFUOG,No Churn
8095-WANWK,No Churn
8224-UAXBZ,No Churn
3298-QEICA,No Churn
1945-XISKS,No Churn
4859-ZSRDZ,No Churn
5392-AKEMH,No Churn
9300-AGZNL,No Churn
5514-YQENT,Attitude
1471-GIQKQ,No Churn
3249-ZPQRG,No Churn
0959-WHOKV,Competitor
8400-WZICQ,No Churn
7295-JOMMD,No Churn
0722-TROQR,No Churn
3623-FQBOX,No Churn
7945-PRBVF,Price
2123-VSCOT,No Churn
3639-XJHKQ,No Churn
5103-MHMHY,No Churn
