Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
9755-JHNMN,,Male,,No,No,,,0.0
4948-WBBKL,1.0,Female,23.0,Yes,No,,No,
8104-OSKWT,1.0,Female,55.0,No,No,No,No,0.0
5055-BRMNE,1.0,Male,,No,No,No,No,
7398-SKNQZ,1.0,Male,61.0,No,No,No,No,0.0
0112-QAWRZ,1.0,Female,30.0,No,No,Yes,No,0.0
7969-FFOWG,,Male,,Yes,,No,No,0.0
6199-IWKGC,1.0,,54.0,No,No,,,0.0
5778-BVOFB,1.0,Male,50.0,,No,No,No,
4578-PHJYZ,1.0,,27.0,Yes,No,Yes,No,0.0
8410-BGQXN,1.0,Male,43.0,No,No,Yes,No,
9512-UIBFX,1.0,Female,45.0,,No,Yes,No,0.0
9972-VAFJJ,1.0,Male,40.0,No,No,No,No,0.0
4712-AUQZO,,Female,41.0,No,No,No,No,0.0
8725-JEDFD,1.0,Male,29.0,Yes,No,,,0.0
3254-YRILK,1.0,Male,55.0,No,No,No,No,0.0
8821-KVZKQ,1.0,Male,35.0,No,,No,No,0.0
1447-GIQMR,1.0,Male,51.0,No,,No,No,0.0
8640-SDGKB,1.0,Female,35.0,No,No,,No,0.0
8707-RMEZH,1.0,Female,33.0,,No,Yes,No,
2911-IJORQ,1.0,Female,46.0,No,No,Yes,No,
5980-NOPLP,1.0,,36.0,,No,Yes,No,0.0
9371-BITHB,1.0,Female,37.0,No,No,Yes,No,0.0
6734-CKRSM,1.0,,23.0,Yes,No,Yes,No,0.0
1221-GHZEP,1.0,,,No,No,No,No,0.0
6893-ODYYE,1.0,,39.0,No,No,No,No,0.0
8434-PNQZX,1.0,Male,23.0,Yes,No,No,No,0.0
8903-WMRNW,1.0,,35.0,No,No,Yes,No,0.0
4735-BJKOU,1.0,Male,25.0,Yes,No,,No,0.0
4686-GEFRM,1.0,Male,58.0,No,No,No,No,0.0
0820-FNRNX,1.0,Female,33.0,No,No,No,No,0.0
4009-ALQFH,1.0,Male,30.0,No,No,No,No,0.0
2575-GFSOE,1.0,Female,29.0,Yes,,,No,0.0
6122-LJADA,1.0,Female,57.0,No,No,No,,0.0
0723-VSOBE,1.0,Female,28.0,Yes,No,No,No,0.0
2040-LDIWQ,1.0,Male,61.0,No,No,Yes,No,
6064-PUPMC,1.0,Male,31.0,No,,Yes,,0.0
9739-JLPQJ,1.0,Female,21.0,Yes,No,Yes,No,0.0
8595-SIZNC,1.0,,55.0,No,No,No,No,0.0
8390-FESFV,,,47.0,No,No,Yes,No,0.0
9675-ICXCT,1.0,Male,,No,No,No,,0.0
9488-FYQAU,1.0,Male,26.0,Yes,No,Yes,No,0.0
9938-TKDGL,1.0,Female,,Yes,No,No,No,0.0
5356-KZCKT,1.0,Female,,Yes,No,Yes,No,0.0
4829-ZLJTK,1.0,Male,61.0,No,No,Yes,,0.0
0480-KYJVA,1.0,,40.0,No,No,No,,0.0
7395-IGJOS,1.0,Female,43.0,No,No,No,No,0.0
9643-AVVWI,,,42.0,No,No,No,No,0.0
5793-YOLJN,1.0,Male,35.0,No,No,No,No,0.0
4786-UKSNZ,,Male,41.0,,No,Yes,No,0.0
4999-IEZLT,1.0,Female,47.0,No,No,No,No,0.0
5010-IPEAQ,1.0,Male,56.0,No,No,No,No,0.0
9048-JVYVF,1.0,Female,58.0,No,No,No,No,0.0
9803-FTJCG,1.0,,55.0,No,No,Yes,No,0.0
5281-BUZGT,1.0,,32.0,No,No,Yes,No,0.0
3001-CBHLQ,1.0,Female,40.0,No,No,No,,0.0
5154-VEKBL,1.0,Male,30.0,No,No,No,No,0.0
2799-TSLAG,1.0,Male,37.0,,,Yes,No,0.0
6937-GCDGQ,1.0,,39.0,No,No,Yes,,
6198-RTPMF,1.0,Male,22.0,Yes,No,No,No,
7241-AJHFS,,,,No,No,Yes,No,0.0
2599-CIPQE,1.0,Female,,Yes,No,Yes,,
4012-YCFAI,1.0,Female,45.0,No,No,No,No,0.0
4342-HENTK,1.0,Male,63.0,No,No,Yes,Yes,2.0
4189-NAKJS,1.0,Male,60.0,No,No,No,No,0.0
7018-FPXHH,1.0,Male,58.0,No,No,Yes,No,
3307-TLCUD,1.0,Female,63.0,No,No,Yes,No,0.0
1725-MIMXW,1.0,Female,,No,No,No,No,0.0
3523-BRGUW,1.0,Female,,No,No,No,No,0.0
7266-GSSJX,1.0,Male,41.0,No,No,No,No,0.0
3689-MOZGR,1.0,Female,53.0,No,No,,No,0.0
6394-MFYNG,1.0,,52.0,No,No,Yes,No,0.0
8779-QRDMV,,Female,30.0,No,No,No,No,
5872-OEQNH,1.0,Female,51.0,No,,No,No,0.0
3920-HIHMQ,1.0,Male,60.0,No,No,No,No,0.0
1744-JHKYS,1.0,Female,43.0,No,No,No,No,0.0
3258-ZKPAI,1.0,Male,28.0,Yes,No,Yes,No,0.0
7982-VCELR,1.0,Male,41.0,No,No,Yes,No,0.0
2410-CIYFZ,1.0,Male,60.0,,No,,No,0.0
2929-QNSRW,1.0,Female,48.0,,No,No,,0.0
4636-JGAAI,1.0,Male,42.0,No,No,No,No,0.0
0422-UXFAP,1.0,Male,27.0,Yes,No,Yes,,0.0
1047-RNXZV,1.0,Female,42.0,No,No,Yes,No,0.0
2433-KMEAS,1.0,Female,63.0,No,No,No,No,
6608-QQLVK,1.0,Male,44.0,No,No,No,No,0.0
0811-GSDTP,1.0,Male,46.0,No,No,No,No,0.0
3891-NLXJB,1.0,Female,21.0,,No,Yes,,0.0
3721-CNZHX,,Female,24.0,Yes,No,Yes,No,0.0
6876-ADESB,1.0,Male,35.0,No,No,,No,0.0
0945-TSONX,1.0,Female,49.0,,No,,,0.0
0311-UNPFF,,Male,35.0,No,No,Yes,No,0.0
3930-ZGWVE,1.0,Female,49.0,No,No,No,Yes,
5669-SRAIP,1.0,Female,,,No,,,0.0
2159-TURXX,1.0,Female,61.0,No,No,Yes,No,0.0
0559-CKHUS,1.0,Female,,Yes,,Yes,No,0.0
0121-SNYRK,1.0,Male,23.0,Yes,No,No,No,
7359-SSBJK,1.0,Female,62.0,No,No,No,No,0.0
7908-QCBCA,1.0,Female,55.0,No,No,Yes,No,0.0
3891-PUQOD,1.0,Female,38.0,No,No,No,No,0.0
0562-FGDCR,1.0,,54.0,No,No,No,No,0.0
1839-FBNFR,1.0,Male,30.0,No,No,No,No,0.0
1051-GEJLJ,,Female,26.0,Yes,No,No,No,
9801-NOSHQ,1.0,Female,55.0,No,No,No,No,0.0
0970-ETWGE,1.0,Male,58.0,No,No,,No,0.0
1049-FYSYG,1.0,Female,30.0,No,No,No,,0.0
8818-XYFCQ,1.0,Female,32.0,,No,,No,0.0
0023-UYUPN,1.0,,,Yes,No,Yes,No,0.0
3096-YXENJ,1.0,Female,45.0,No,No,Yes,,0.0
4566-GOLUK,1.0,,44.0,,No,No,No,0.0
0867-MKZVY,1.0,Male,60.0,No,No,No,No,0.0
4343-EJVQB,1.0,Male,28.0,Yes,No,Yes,No,
8417-GSODA,1.0,Male,55.0,No,No,No,No,0.0
3137-NYQQI,1.0,Male,28.0,Yes,No,No,No,0.0
8996-ZROXE,1.0,Male,,No,No,No,No,0.0
5318-YKDPV,1.0,Female,46.0,No,No,No,No,0.0
6235-VDHOM,1.0,Female,34.0,No,No,No,No,0.0
8631-WUXGY,1.0,Male,62.0,No,No,No,No,0.0
2272-JKMSI,,Male,46.0,,No,No,No,0.0
6437-UDQJM,1.0,Male,36.0,No,No,No,,0.0
6119-SPUDB,1.0,Male,,No,No,Yes,No,0.0
7105-MXJLL,1.0,,44.0,No,No,No,No,0.0
7014-ZZXAW,1.0,Female,56.0,No,No,No,No,0.0
4884-TVUQF,1.0,Male,61.0,,No,Yes,Yes,
8654-DHAOW,1.0,Male,44.0,No,No,Yes,No,0.0
7808-DVWEP,1.0,Female,56.0,No,No,No,Yes,2.0
3703-TTEPD,1.0,Male,,No,No,Yes,No,0.0
7326-RIGQZ,1.0,Female,,Yes,No,,No,0.0
6166-ILMNY,1.0,,41.0,No,No,,No,0.0
8051-HJRLT,,Female,24.0,,No,No,No,0.0
7851-FLGGQ,1.0,Male,21.0,Yes,No,Yes,No,0.0
1450-SKCVI,1.0,Male,21.0,Yes,No,No,No,0.0
3011-WQKSZ,1.0,Male,62.0,No,No,No,No,0.0
4664-NJCMS,,Female,40.0,No,No,Yes,No,0.0
7375-WMVMT,1.0,Female,51.0,No,No,No,No,0.0
5998-DZLYR,1.0,Male,59.0,No,No,No,,
1937-OTUKY,,Male,64.0,No,No,No,No,0.0
9347-AERRL,1.0,,26.0,Yes,No,Yes,No,0.0
8677-HDZEE,1.0,,21.0,,No,No,No,0.0
2626-VEEWG,1.0,Male,,No,,No,Yes,3.0
9327-QSDED,1.0,Female,,No,No,No,No,0.0
7402-EYFXX,1.0,Male,,No,No,No,No,0.0
1112-CUNAO,1.0,Male,24.0,Yes,,Yes,No,0.0
8132-YPVBX,1.0,Male,60.0,No,No,No,No,0.0
6211-WWLTF,1.0,Female,61.0,No,No,No,No,
2346-LOCWC,1.0,Female,,No,No,No,No,0.0
9764-REAFF,1.0,Male,19.0,Yes,No,Yes,No,
9633-DENPU,1.0,Male,,Yes,No,,No,0.0
8980-WQFWL,1.0,Female,37.0,No,No,Yes,No,0.0
7246-ZGQDF,1.0,Male,,No,No,No,No,0.0
2712-SYWAY,1.0,,44.0,No,No,No,No,0.0
3296-SILRA,,Female,39.0,,No,No,No,0.0
0215-BQKGS,1.0,Female,58.0,No,No,No,No,
3793-MMFUH,1.0,Male,41.0,,,Yes,Yes,3.0
5998-VVEJY,1.0,Female,45.0,No,No,No,No,0.0
4657-FWVFY,1.0,Female,19.0,,No,No,No,
9146-JRIOX,1.0,Female,54.0,,,No,No,0.0
2418-TPEUN,1.0,Male,42.0,No,No,Yes,No,0.0
7856-GANIL,,Male,,Yes,No,No,No,0.0
0953-LGOVU,1.0,Female,34.0,No,No,No,No,0.0
8219-VYBVI,1.0,Female,63.0,No,No,No,No,
9898-KZQDZ,,Male,32.0,No,,No,No,0.0
4741-WWJQZ,1.0,Male,53.0,No,No,Yes,No,0.0
8861-HGGKB,1.0,Male,23.0,Yes,No,Yes,No,0.0
6137-MFAJN,,Male,33.0,No,No,,,0.0
4750-ZRXIU,1.0,Male,,No,No,Yes,,0.0
7989-CHGTL,1.0,Female,24.0,Yes,No,No,No,0.0
6641-XRPSU,1.0,Female,44.0,No,No,,No,0.0
7928-VJYAB,1.0,Male,39.0,No,No,,No,0.0
2674-MLXMN,1.0,Female,,No,No,No,No,0.0
1334-PDUKM,1.0,Male,,Yes,No,Yes,No,0.0
8943-URTMR,1.0,Male,41.0,No,No,No,No,0.0
3795-CAWEX,1.0,Male,40.0,No,No,Yes,,0.0
1628-BIZYP,1.0,Female,63.0,No,No,Yes,No,0.0
9661-ACXBS,1.0,Female,39.0,No,No,No,No,
4671-VJLCL,1.0,Male,46.0,No,No,No,No,0.0
9489-JMTTN,1.0,Female,51.0,No,No,No,No,0.0
1229-RCALF,1.0,Male,52.0,No,No,No,No,0.0
8313-AFGBW,1.0,Male,51.0,,,Yes,,0.0
8080-DDEMJ,1.0,Female,50.0,No,No,No,No,
2672-TGEFF,,Male,45.0,No,No,No,No,0.0
3933-DQPWX,1.0,Female,,No,,Yes,No,0.0
7067-KSAZT,1.0,Male,20.0,Yes,No,No,No,0.0
7603-USHJS,1.0,Female,57.0,No,No,Yes,No,0.0
7394-LWLYN,1.0,Female,35.0,No,,No,,0.0
9752-ZNQUT,1.0,Male,60.0,No,No,No,No,0.0
7579-OOPEC,1.0,Male,51.0,No,No,No,No,0.0
7753-USQYQ,,Female,43.0,No,No,,Yes,1.0
3810-DVDQQ,1.0,,38.0,No,No,No,No,0.0
8773-HHUOZ,,Female,,No,No,Yes,No,0.0
6575-SUVOI,1.0,,52.0,,No,No,No,0.0
7890-VYYWG,,Male,42.0,No,No,No,No,0.0
3272-VUHPV,1.0,Male,41.0,No,No,No,No,0.0
1707-HABPF,1.0,Male,35.0,No,,No,No,0.0
9860-LISIZ,1.0,Male,44.0,No,No,,No,0.0
5797-APWZC,,,45.0,No,No,No,No,0.0
5158-RIVOP,1.0,Female,,No,No,Yes,Yes,1.0
9367-TCUYN,1.0,Female,34.0,No,No,Yes,No,
3565-UNOCC,1.0,Male,30.0,No,No,,,0.0
5396-IZEPB,1.0,Male,60.0,No,No,Yes,,0.0
0611-DFXKO,1.0,Male,59.0,No,No,No,No,
8651-ENBZX,1.0,,31.0,No,No,No,,0.0
6481-OGDOO,1.0,Male,57.0,No,No,,No,0.0
0931-MHTEM,1.0,,57.0,No,No,No,No,0.0
9846-GKXAS,1.0,Female,32.0,No,No,No,,
4712-UYOOI,,Female,53.0,No,No,Yes,No,0.0
7033-CLAMM,1.0,Female,41.0,,No,No,No,0.0
4295-YURET,1.0,Female,62.0,No,No,No,No,
9867-XOBQA,1.0,,,No,No,No,No,0.0
7752-XUSCI,1.0,Female,50.0,No,No,No,No,0.0
2284-VFLKH,1.0,Male,53.0,No,No,,,0.0
5088-QZLRL,1.0,Female,44.0,No,No,No,No,0.0
3190-ITQXP,,Female,51.0,No,No,,No,0.0
0431-APWVY,1.0,Male,48.0,No,No,No,No,0.0
4443-EMBNA,1.0,Male,50.0,,No,No,No,0.0
7101-HRBLJ,1.0,Female,48.0,No,No,No,No,0.0
7721-DVEKZ,1.0,,22.0,Yes,,No,No,0.0
6202-DYYFX,1.0,Female,35.0,No,No,,No,0.0
4821-SJHJV,1.0,Male,47.0,No,,Yes,No,
0754-EEBDC,1.0,Female,,,No,No,No,
0556-FJEGU,1.0,Female,53.0,No,No,No,No,0.0
4623-ZKHLY,1.0,,51.0,No,No,,No,0.0
9167-APMXZ,1.0,,,No,No,No,No,0.0
7722-CVFXN,1.0,Male,64.0,No,No,No,No,0.0
5172-MIGPM,1.0,Male,40.0,No,No,No,No,0.0
4581-SSPWD,1.0,Female,36.0,No,No,No,No,
9050-QLROH,1.0,Male,57.0,,,No,,0.0
7318-EIVKO,,Male,53.0,No,No,Yes,No,0.0
3801-HMYNL,,,55.0,No,No,No,No,0.0
4283-IVYCI,1.0,Male,40.0,No,No,,No,0.0
2656-FMOKZ,1.0,Female,,No,No,No,No,0.0
4662-EKDPQ,1.0,Female,22.0,Yes,No,Yes,No,0.0
9248-OJYKK,1.0,Male,47.0,No,No,Yes,No,0.0
3055-OYMSE,1.0,Female,49.0,No,No,No,No,0.0
7614-QVWQL,1.0,Female,,No,No,No,No,0.0
1658-XUHBX,1.0,Female,,,No,Yes,No,0.0
7608-RGIRO,1.0,,33.0,,No,No,No,0.0
8763-KIAFH,1.0,,45.0,No,No,Yes,No,0.0
9795-VOWON,1.0,Male,25.0,Yes,No,No,No,0.0
7549-MYGPK,1.0,,46.0,No,No,No,No,0.0
6693-FRIRW,1.0,Male,36.0,No,No,Yes,No,
0750-EBAIU,1.0,Male,31.0,No,,No,No,0.0
5160-UXJED,1.0,Male,37.0,No,No,No,No,0.0
3748-FVMZZ,1.0,Male,29.0,Yes,No,Yes,No,0.0
3597-MVHJT,1.0,Female,46.0,No,No,Yes,,
7644-OMVMY,1.0,Male,53.0,,No,No,No,0.0
0959-WHOKV,1.0,Female,31.0,No,No,No,No,0.0
7590-VHVEG,1.0,Male,46.0,No,,No,No,0.0
8910-LEDAG,1.0,Female,,No,No,No,No,0.0
7310-EGVHZ,1.0,,19.0,Yes,No,No,No,0.0
1734-ZMNTZ,1.0,Female,36.0,No,No,No,No,0.0
0506-LVNGN,1.0,Male,28.0,Yes,No,No,No,0.0
9227-LUNBG,1.0,Female,43.0,No,,Yes,No,0.0
2911-UREFD,1.0,Male,44.0,No,No,No,No,
9362-MWODR,1.0,Female,22.0,Yes,No,No,No,0.0
5951-AOFIH,1.0,Female,36.0,No,No,Yes,Yes,
1764-VUUMT,1.0,Female,,,No,No,Yes,3.0
2501-XWWTZ,1.0,Male,42.0,No,No,No,No,
4698-KVLLG,1.0,Female,,Yes,No,No,No,
4747-LCAQL,,Female,57.0,No,,Yes,No,0.0
2045-BMBTJ,1.0,Female,35.0,No,No,Yes,Yes,3.0
5229-DTFYB,1.0,Male,33.0,No,No,,No,
0278-YXOOG,1.0,Female,25.0,Yes,No,,No,0.0
5644-PDMZC,1.0,Male,39.0,No,,No,No,
8999-EXMNO,1.0,Female,30.0,No,No,No,No,0.0
2164-SOQXL,,Female,42.0,No,No,No,No,0.0
7881-EVUAD,1.0,Male,23.0,Yes,No,No,No,0.0
1676-MQAOA,1.0,Female,,,No,Yes,No,0.0
4877-TSOFF,,,55.0,,No,No,No,0.0
8680-CGLTP,1.0,Male,50.0,No,,No,No,0.0
3865-QBWSJ,1.0,Male,53.0,No,No,,No,
7963-GQRMY,1.0,Male,44.0,No,No,Yes,Yes,
7957-RYHQD,1.0,Male,20.0,Yes,No,No,No,0.0
0023-HGHWL,1.0,Female,58.0,No,No,,,0.0
4146-SVFUD,1.0,Male,23.0,Yes,No,,No,0.0
3334-CTHOL,1.0,Male,,No,No,,No,
5384-ZTTWP,1.0,Male,47.0,No,,Yes,Yes,1.0
1167-OYZJF,,Female,63.0,,,Yes,No,0.0
7878-RTCZG,,Male,63.0,No,No,,No,0.0
2439-QKJUL,1.0,,54.0,No,No,,,0.0
7854-FOKSF,,Male,23.0,Yes,No,No,No,0.0
2400-XIWIO,1.0,Male,38.0,No,,Yes,No,0.0
5186-PEIZU,1.0,Male,,No,,Yes,No,
1459-QNFQT,1.0,Female,25.0,Yes,No,,No,0.0
8838-GPHZP,1.0,Female,23.0,Yes,No,,No,0.0
6922-NCEDI,1.0,Male,59.0,No,No,No,No,0.0
6212-ATMLK,1.0,Male,62.0,No,No,Yes,No,0.0
7356-AYNJP,,Male,45.0,No,No,No,No,0.0
2987-BJXIK,,Female,,Yes,No,No,No,0.0
6655-LHBYW,1.0,Male,34.0,No,No,No,No,0.0
4912-PIGUY,1.0,Male,61.0,No,No,No,No,0.0
7760-OYPDY,1.0,Female,57.0,,No,Yes,,0.0
0902-RFHOF,1.0,Female,50.0,No,No,No,,2.0
6061-PQHMK,1.0,Male,25.0,Yes,,No,No,0.0
5760-IFJOZ,1.0,Female,43.0,No,No,No,No,0.0
2851-STERV,1.0,,30.0,No,No,No,No,0.0
8331-ZXFOE,1.0,Female,19.0,Yes,No,No,No,0.0
5908-QMGOE,1.0,Male,34.0,,No,No,No,
9571-EDEBV,1.0,Male,64.0,No,No,No,No,0.0
0531-ZZJWQ,1.0,Female,53.0,No,No,Yes,,3.0
0133-BMFZO,1.0,Female,36.0,No,No,No,No,0.0
5701-ZIKJE,1.0,Male,37.0,No,No,No,No,0.0
6215-NQCPY,1.0,,59.0,No,No,Yes,No,0.0
3571-DPYUH,1.0,Female,36.0,,No,No,,0.0
3831-YCPUO,1.0,Female,50.0,No,No,Yes,No,0.0
1355-KUSBG,1.0,Male,64.0,No,No,No,No,0.0
8212-DJRCH,1.0,Female,,No,,No,No,0.0
5016-LIPDW,1.0,Male,63.0,No,,No,No,
0871-OPBXW,1.0,Male,64.0,No,No,Yes,,0.0
2430-USGXP,,Male,62.0,No,No,,No,0.0
0130-SXOUN,1.0,Female,25.0,Yes,No,No,No,0.0
0426-TIRNE,1.0,Male,56.0,No,No,Yes,No,0.0
3318-OSATS,1.0,Female,25.0,Yes,No,No,No,
5995-OIGLP,1.0,Female,59.0,No,No,Yes,No,0.0
4611-ANLQC,,,59.0,No,No,Yes,No,0.0
8552-OBVRU,1.0,Male,,No,No,No,Yes,3.0
9415-TPKRV,1.0,Female,36.0,No,No,Yes,No,0.0
4695-VADHF,1.0,,60.0,No,,No,No,0.0
3950-VPYJB,1.0,Male,37.0,No,No,No,No,0.0
0674-GCDXG,1.0,Female,48.0,No,No,No,No,0.0
2977-CEBSX,1.0,Female,47.0,No,,Yes,,0.0
1561-BWHIN,1.0,Female,54.0,No,No,No,No,
2143-LJULT,1.0,,40.0,No,,No,Yes,1.0
4134-BSXLX,1.0,Female,64.0,,No,Yes,No,0.0
1353-LJWEM,1.0,Male,62.0,No,No,No,No,0.0
0268-QKIWO,1.0,Male,44.0,No,No,No,,0.0
2330-PQGDQ,1.0,Male,35.0,No,No,No,No,0.0
7445-WMRBW,1.0,Male,60.0,No,No,Yes,No,0.0
4822-RVYBB,1.0,Male,42.0,No,No,Yes,,
2194-IIQOF,1.0,,29.0,Yes,No,,No,
4808-YNLEU,1.0,Male,34.0,No,No,Yes,No,0.0
2672-HUYVI,1.0,Male,,No,No,No,No,0.0
6972-SNKKW,1.0,Female,33.0,No,No,No,No,0.0
3308-MHOOC,1.0,Female,29.0,Yes,No,No,No,0.0
1465-LNTLJ,,Male,46.0,No,No,Yes,No,0.0
1335-HQMKX,1.0,Male,51.0,No,No,Yes,No,0.0
2511-MORQY,1.0,Male,57.0,No,No,Yes,No,0.0
5552-ZNFSJ,,Female,29.0,Yes,No,No,No,0.0
1240-HCBOH,1.0,Female,27.0,Yes,No,No,No,0.0
3043-TYBNO,1.0,Male,,No,No,No,No,0.0
2120-SMPEX,,Female,39.0,No,No,Yes,No,0.0
9108-EJFJP,1.0,Female,21.0,Yes,,No,,0.0
8720-RQSBJ,1.0,Male,57.0,No,No,,No,0.0
4012-ZTHBR,1.0,Female,30.0,No,No,Yes,No,
4282-YMKNA,,Male,36.0,,No,No,No,
8963-JLGJT,1.0,Male,41.0,No,,No,No,0.0
6142-VSJQO,1.0,Female,53.0,,No,No,No,0.0
0238-WHBIQ,1.0,,20.0,,No,,No,0.0
0637-YLETY,1.0,Female,55.0,No,,Yes,,0.0
6598-RFFVI,1.0,,42.0,No,No,No,No,
0142-GVYSN,1.0,Female,42.0,No,No,No,No,0.0
6248-TKCQV,1.0,Male,64.0,No,No,No,No,
4404-HIBDJ,1.0,Female,41.0,No,No,Yes,No,0.0
6861-XWTWQ,1.0,,,,No,Yes,No,0.0
0327-WFZSY,,Female,41.0,,No,No,No,0.0
3143-JQEGI,1.0,Male,47.0,No,,,No,0.0
9584-EXCDZ,1.0,Female,26.0,Yes,No,No,No,0.0
8597-CWYHH,1.0,Female,30.0,No,No,No,No,0.0
0917-EZOLA,1.0,Male,32.0,No,No,Yes,No,0.0
7356-IWLFW,1.0,,61.0,No,No,No,No,0.0
1254-IZEYF,1.0,Female,31.0,No,No,No,No,0.0
9445-SZLCH,1.0,Male,33.0,,No,No,No,0.0
4086-ATNFV,1.0,Male,64.0,,No,,No,0.0
9802-CAQUT,1.0,,48.0,No,,No,No,0.0
4195-SMMNX,1.0,Female,47.0,No,No,No,No,
4193-IBKSW,1.0,Male,,No,No,No,No,0.0
8384-FZBJK,1.0,Male,21.0,Yes,No,No,No,0.0
6873-UDNLD,1.0,Female,47.0,No,No,Yes,,3.0
1323-OOEPC,1.0,Male,51.0,No,No,,No,0.0
4439-YRNVD,1.0,Female,44.0,,No,Yes,No,0.0
4993-JCRGJ,1.0,Female,,Yes,No,No,,0.0
1791-PQHBB,,Female,56.0,No,No,No,No,0.0
5197-PYEPU,,Female,64.0,No,No,Yes,No,0.0
9134-WYRVP,1.0,Female,,,No,Yes,Yes,2.0
7660-HDPJV,1.0,Female,34.0,No,No,No,No,
1421-HCERK,1.0,Male,21.0,Yes,No,No,No,0.0
9710-NJERN,1.0,Male,42.0,,No,Yes,Yes,1.0
8659-IOOPU,1.0,Male,49.0,No,No,Yes,No,0.0
0420-TXVSG,1.0,Female,25.0,Yes,No,No,No,0.0
4692-NNQRU,1.0,Male,61.0,,No,Yes,No,0.0
3870-SPZSI,,Female,20.0,,No,No,No,0.0
4801-JZAZL,1.0,Female,55.0,No,No,No,No,0.0
0409-WTMPL,,Male,38.0,No,No,No,No,0.0
9526-JAWYF,1.0,,22.0,Yes,No,No,No,0.0
0104-PPXDV,1.0,Male,23.0,Yes,No,No,,0.0
4750-UKWJK,1.0,Female,64.0,,No,No,No,0.0
0730-BGQGF,1.0,Female,30.0,No,No,,No,0.0
8402-OOOHJ,1.0,Female,48.0,No,No,No,No,0.0
4228-ZGYUW,1.0,Female,22.0,Yes,No,No,,0.0
6749-UTDVX,1.0,Male,64.0,No,No,No,No,0.0
1699-HPSBG,1.0,,48.0,No,No,Yes,No,0.0
9237-HQITU,1.0,Male,44.0,No,No,,,0.0
7777-UNYHB,1.0,,,No,No,No,No,0.0
2889-FPWRM,1.0,Female,,No,,No,No,0.0
2578-JQPHZ,1.0,Male,59.0,,No,No,No,0.0
6745-JEFZB,1.0,Female,31.0,No,No,,No,0.0
4378-MYPGO,1.0,Male,21.0,Yes,No,Yes,No,0.0
4537-DKTAL,1.0,Female,41.0,No,No,No,No,0.0
2144-BFDSO,1.0,Female,51.0,No,No,No,No,0.0
2294-DMMUS,1.0,,42.0,No,,No,No,0.0
5960-MVTUK,1.0,Female,61.0,No,No,Yes,No,0.0
2332-EFBJY,1.0,Male,39.0,No,,Yes,No,0.0
4190-MFLUW,1.0,Male,30.0,No,,No,No,0.0
1360-XFJMR,1.0,Female,29.0,,No,No,No,0.0
5590-ZSKRV,1.0,Male,52.0,No,No,No,No,0.0
2108-XWMPY,1.0,Male,59.0,No,No,No,,0.0
6047-SUHPR,1.0,Female,21.0,Yes,No,Yes,Yes,3.0
0939-YAPAF,1.0,Male,,No,No,Yes,No,0.0
5240-CAOYT,1.0,Male,,,No,,No,0.0
3099-OONVS,1.0,Female,,No,No,No,No,
6621-YOBKI,,Male,63.0,No,No,No,No,0.0
4109-CYRBD,1.0,Male,62.0,No,No,Yes,No,
6549-BTYPG,,Male,19.0,Yes,,Yes,No,0.0
6986-IXNDM,1.0,Female,58.0,No,No,,No,0.0
1264-BYWMS,,,42.0,,No,,Yes,2.0
9715-WZCLW,,Female,57.0,No,,No,No,0.0
1269-FOYWN,1.0,Female,28.0,Yes,No,Yes,Yes,2.0
0679-TDGAK,1.0,,36.0,No,No,No,No,0.0
9411-TPQQV,1.0,Female,44.0,No,No,No,No,0.0
2096-XOTMO,1.0,Male,,No,No,No,No,0.0
0831-JNISG,1.0,Female,57.0,No,No,Yes,No,
7196-LIWRH,1.0,Male,59.0,,No,No,,0.0
2911-WDXMV,1.0,Female,35.0,,No,No,No,0.0
3452-FLHYD,1.0,Female,26.0,Yes,No,No,,0.0
9943-VSZUV,1.0,Male,36.0,No,No,No,No,0.0
8357-EQXFO,1.0,Female,25.0,Yes,No,Yes,No,0.0
6585-WCEWR,1.0,Male,28.0,Yes,No,Yes,No,0.0
3799-ISUZQ,,Female,50.0,No,No,Yes,No,0.0
4716-MRVEN,1.0,,42.0,No,No,Yes,No,0.0
7673-LPRNY,1.0,Male,,Yes,No,,No,0.0
6345-ULYRW,1.0,Male,47.0,No,No,Yes,No,0.0
6652-YFFJO,1.0,Male,31.0,No,No,Yes,No,0.0
9172-JITSM,1.0,Male,56.0,No,No,No,Yes,3.0
0488-GSLFR,,Male,34.0,No,No,Yes,No,0.0
0330-IVZHA,1.0,Male,39.0,No,No,No,No,
5447-VYTKW,1.0,Female,24.0,Yes,No,,No,0.0
7881-INRLC,1.0,Male,29.0,Yes,No,No,No,0.0
9725-SCPZG,1.0,Male,35.0,No,,Yes,No,0.0
9090-SGQXL,1.0,Female,39.0,No,No,No,No,0.0
1307-TVUFB,1.0,Male,25.0,Yes,No,,No,0.0
5656-JAMLX,1.0,Female,45.0,,No,No,No,
0254-KCJGT,1.0,Female,44.0,No,No,No,,0.0
8999-BOHSE,1.0,,51.0,No,No,,No,0.0
0129-QMPDR,,Male,44.0,No,No,No,No,0.0
2468-SJFLM,1.0,Male,27.0,Yes,No,No,No,0.0
0722-SVSFK,1.0,Female,22.0,Yes,No,No,No,0.0
9451-WLYRI,1.0,,21.0,,No,No,No,
8510-AWCXC,1.0,Female,,No,No,Yes,No,0.0
