,Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
409,2320-YKQBO,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
410,2651-ZCBXV,1,46.624197983501375,0,0,0,0,0,2,1,5,64.0,2,1,23.006725581395354,0,1,0,17.0,1,0,0,0,1,0,0,0,1,0,2,65.8,2259.597129112353,27.79,20.0,1708.8,5769.01,3
411,2347-WKKAE,1,69.0,0,1,0,0,0,3,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,21.0,0,0,1,0,1,1,1,1,1,1,0,94.0,4905.75,0.0,6.506550218340611,211.14,5116.89,3
412,6221-AVQYL,1,51.0,0,0,0,0,0,4,0,0,11.0,0,1,1.01,0,1,2,8.0,0,0,0,0,0,0,0,1,0,0,0,70.2,2259.597129112353,0.0,0.0,11.11,771.16,3
413,0128-MKWSG,1,46.624197983501375,1,0,1,1,0,2,1,0,59.0,0,1,42.37,0,1,0,73.0,1,1,1,1,1,1,1,0,2,1,0,86.75,5186.0,0.0,6.506550218340611,2499.83,7835.83,3
414,8779-QRDMV,0,30.0,0,0,0,0,0,2,0,0,3.0,0,1,40.67,0,1,2,58.0,0,0,1,0,0,0,0,1,0,0,1,80.1,217.55,0.0,0.0,122.01,339.56,0
415,5438-QMDDL,1,46.624197983501375,0,0,0,0,0,2,0,0,5.0,5,0,0.0,0,1,1,21.0,0,0,0,0,0,0,0,1,0,0,0,24.3,100.2,2.0400186451211937,0.0,0.0,100.2,3
416,5196-SGOAK,1,46.624197983501375,0,0,0,0,0,2,1,7,32.40104486785495,0,1,32.93,1,0,3,0.0,0,0,0,0,0,0,0,0,1,1,2,24.45,1431.65,0.0,0.0,1844.08,3275.73,3
417,8883-ANODQ,1,46.624197983501375,0,0,0,0,0,2,0,0,35.0,0,1,20.83,1,1,2,19.0,0,0,1,0,1,1,0,0,0,1,0,99.05,3395.8,0.0,6.506550218340611,751.942966389144,3025.3811100803964,4
418,6137-MFAJN,1,33.0,0,0,0,0,0,1,0,0,3.0,5,1,49.4,0,1,2,10.0,0,0,0,0,1,0,0,1,0,1,1,88.35,262.05,0.0,0.0,148.2,410.25,1
419,5480-XTFFL,1,46.624197983501375,0,0,0,0,0,0,0,0,6.0,0,1,19.74,1,1,2,27.0,1,0,0,0,0,0,0,1,0,1,0,79.05,434.5,0.0,0.0,118.44,552.94,2
420,0594-UFTUL,1,46.624197983501375,0,1,1,0,0,0,1,1,16.0,4,1,26.12,0,1,2,8.0,0,1,0,0,0,0,0,1,0,1,1,74.3,1178.25,0.0,6.506550218340611,417.92,3025.3811100803964,1
421,5365-LLFYV,1,59.0,0,0,0,0,0,2,0,0,21.0,4,1,34.39,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,1,20.0,417.7,0.0,0.0,722.19,1139.89,3
422,4006-HKYHO,1,36.0,0,0,1,0,0,4,1,7,61.0,2,1,27.88,0,1,1,5.0,0,1,1,0,1,1,1,0,1,1,0,64.19761171032337,4914.8,0.0,70.0,751.942966389144,6685.48,3
423,2530-ENDWQ,1,46.624197983501375,0,0,0,0,0,2,0,0,46.0,2,1,37.75,0,1,2,73.0,1,0,0,0,1,0,0,1,0,1,1,89.15,4245.55,0.0,0.0,1736.5,5982.05,3
424,4581-LNWUM,1,40.0,0,0,0,1,3,2,0,0,50.0,2,0,0.0,0,1,2,76.0,1,1,0,0,1,0,0,1,1,1,0,43.05,2208.05,0.0,0.0,0.0,3025.3811100803964,3
425,7459-RRWQZ,0,38.0,0,0,0,0,0,2,0,0,20.0,0,1,38.74,0,0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,19.5,2259.597129112353,0.0,0.0,774.8000000000003,1177.95,3
426,3363-DTIVD,1,46.624197983501375,0,0,0,0,0,0,1,1,41.0,2,1,45.84,1,1,2,18.0,1,0,1,0,0,0,0,1,0,1,0,83.75,3273.55,0.0,0.0,1879.44,5152.99,1
427,9372-TXXPS,1,37.0,0,0,0,0,0,0,0,0,2.0,0,1,10.47,0,1,1,21.0,1,1,0,0,0,0,0,1,0,1,1,53.85,108.15,0.0,0.0,20.94,129.09,1
428,7377-DMMRI,1,46.624197983501375,0,0,0,0,0,2,1,1,32.40104486785495,0,1,31.61,0,1,2,20.323666978484564,0,1,0,0,0,1,1,0,0,1,1,91.5,242.95,0.0,10.0,751.942966389144,347.78,1
429,5650-YLIBA,1,63.0,0,0,0,0,0,2,0,0,1.0,5,1,14.12,0,1,0,24.0,0,0,0,0,0,0,0,1,0,1,0,45.65,2259.597129112353,0.0,0.0,14.12,3025.3811100803964,1
430,6620-HVDUJ,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
431,7860-KSUGX,1,23.0,0,0,1,0,2,3,1,0,69.0,1,1,26.44,0,0,3,20.323666978484564,0,0,0,0,0,0,0,1,1,1,1,20.55,1403.1,0.0,0.0,751.942966389144,3227.46,3
432,4512-ZUIYL,0,59.0,0,0,0,1,2,2,0,0,19.0,4,1,4.03,0,1,0,26.0,0,0,0,1,0,0,0,1,0,0,1,48.8,953.65,0.0,0.0,76.57000000000002,1030.22,3
433,9626-WEQRM,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
434,5919-TMRGD,1,46.624197983501375,0,0,0,0,0,2,0,0,17.0,0,1,49.71,1,1,2,4.0,0,0,1,1,0,0,0,1,1,0,0,64.19761171032337,1410.25,0.0,0.0,845.07,2255.32,3
435,8319-QBEHW,1,62.0,0,0,1,0,0,3,1,1,8.0,5,1,39.59,1,1,2,16.0,0,0,0,0,0,1,1,0,0,1,0,85.65,659.45,0.0,70.0,316.72,1046.17,3
436,5701-SVCWR,1,46.624197983501375,0,0,0,0,0,2,1,5,20.0,0,1,36.6,1,1,2,51.0,1,0,0,0,0,0,1,1,0,0,0,82.4,1592.35,33.43,0.0,732.0,2290.92,5
437,1207-BLKSA,1,46.0,0,0,1,0,0,3,1,0,50.0,0,1,10.33,1,1,1,6.0,0,0,1,0,0,0,0,1,1,0,0,54.9,2614.1,0.0,0.0,516.5,3130.6,3
438,5696-CEIQJ,1,46.624197983501375,0,0,0,0,0,3,1,10,41.0,0,0,0.0,0,1,2,20.323666978484564,0,1,0,1,0,0,0,1,1,0,1,35.45,2259.597129112353,0.0,0.0,0.0,1391.65,3
439,2011-TRQYE,1,61.0,0,0,0,0,3,3,1,8,72.0,1,1,17.21,0,1,0,53.0,1,0,1,1,0,1,1,0,2,1,0,74.35,5237.4,0.0,50.0,1239.12,6526.52,3
440,7163-OCEQI,1,57.0,0,0,1,1,3,2,1,0,71.0,1,1,31.33,1,1,0,27.0,1,1,1,1,1,1,1,1,2,0,1,64.19761171032337,6457.15,0.0,6.506550218340611,2224.43,8681.58,3
441,4159-NAAIX,1,19.0,1,0,0,0,0,2,0,0,18.0,0,1,2.26,0,1,2,73.0,0,0,0,0,1,0,0,1,0,0,0,84.3,2259.597129112353,0.0,0.0,40.67999999999999,1578.5800000000006,3
442,2311-QYMUQ,1,30.0,0,0,0,0,0,2,0,0,9.0,5,1,4.81,1,1,2,69.0,0,1,0,0,1,1,1,1,0,1,0,99.3,918.75,0.0,0.0,43.29,962.04,3
443,4412-YLTKF,1,46.624197983501375,0,0,0,0,0,3,0,0,1.0,5,1,18.57,0,1,1,26.0,0,0,0,0,0,0,0,0,0,1,0,44.75,44.75,0.0,6.506550218340611,18.57,73.32,3
444,6647-ZEDXT,1,46.624197983501375,0,0,0,0,0,3,1,1,50.0,2,1,17.58,1,1,2,47.0,1,1,0,0,0,0,1,1,0,1,1,94.4,4914.9,0.0,0.0,878.9999999999999,5793.9,3
445,4464-JCOLN,1,26.0,1,0,1,1,3,2,0,0,25.0,3,1,11.79,0,1,2,59.0,0,0,0,0,1,0,0,1,0,0,0,85.9,2199.05,0.0,0.0,294.75,2493.8,3
446,5555-RNPGT,1,40.0,0,0,0,0,0,4,0,0,10.0,0,1,17.4,0,0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,20.35,176.3,2.0400186451211937,0.0,174.0,350.3,3
447,2325-WINES,1,22.0,1,0,1,0,0,2,0,5,3.0,0,0,0.0,0,1,1,41.0,0,0,0,1,0,0,0,1,0,1,0,29.9,92.25,0.0,0.0,0.0,92.25,3
448,6124-ACRHJ,0,50.0,0,0,0,0,0,0,0,0,32.40104486785495,0,1,39.62,1,1,2,7.0,0,0,0,0,0,0,0,1,0,1,0,91.4,193.6,0.0,0.0,79.24,272.84,1
449,4697-LUPSU,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
450,3950-VPYJB,1,37.0,0,0,0,0,0,2,0,0,16.0,0,1,11.96,1,1,2,18.0,0,0,0,1,0,1,1,1,0,1,1,89.05,1448.6,0.0,0.0,191.36,1639.96,1
451,2284-VFLKH,1,53.0,0,0,0,0,0,2,0,0,6.0,0,1,21.97,0,1,2,9.0,0,1,0,0,0,1,1,1,0,1,0,84.4,2259.597129112353,0.0,0.0,131.82,688.1700000000003,2
452,6870-ZWMNX,1,46.624197983501375,0,0,0,0,0,2,1,7,72.0,0,1,15.96,0,1,1,26.0,1,1,0,1,1,0,0,1,2,0,0,68.4,2259.597129112353,0.0,0.0,1149.12,6004.47,3
453,9305-CDSKC,1,46.624197983501375,0,0,1,1,0,4,1,3,28.0,0,0,23.006725581395354,0,1,1,20.323666978484564,0,0,0,0,1,0,0,0,1,1,0,35.9,973.65,2.0400186451211937,40.0,0.0,3025.3811100803964,3
454,6168-WFVVF,1,46.624197983501375,0,0,1,1,3,3,1,0,44.0,0,1,37.68,0,1,1,24.0,0,0,1,1,0,0,0,1,0,1,0,61.9,2924.05,0.0,0.0,1657.92,4581.97,3
455,4090-KPJIP,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,0
456,7923-IYJWY,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
457,1334-PDUKM,1,46.624197983501375,0,0,0,0,0,0,1,1,14.0,4,1,7.26,1,1,2,20.323666978484564,0,0,0,0,1,0,0,1,0,1,0,86.1,1235.55,0.0,6.506550218340611,101.64,1337.19,1
458,1956-YIFGE,1,54.0,0,0,1,1,2,3,1,0,58.0,2,1,5.01,1,1,2,23.0,0,0,1,1,0,1,1,1,2,0,0,94.35,5563.65,0.0,0.0,290.58,3025.3811100803964,3
459,3707-GNWHM,1,24.0,0,0,0,0,0,3,0,0,32.40104486785495,0,1,27.54,0,0,3,20.323666978484564,0,0,0,0,0,0,0,0,0,0,0,64.19761171032337,110.15,0.0,0.0,165.24,3025.3811100803964,3
460,7161-DFHUF,0,31.0,0,0,0,0,0,4,0,0,10.0,4,0,0.0,0,1,1,24.0,1,1,1,0,0,0,0,1,0,0,0,40.7,449.3,0.0,0.0,0.0,449.3,3
461,2990-OGYTD,1,46.624197983501375,0,0,0,0,0,3,0,0,37.0,0,1,38.43,0,1,2,30.0,1,1,1,0,0,0,0,1,2,1,0,64.19761171032337,2313.8,0.0,0.0,1421.91,3025.3811100803964,3
462,8242-SOQUO,1,46.624197983501375,0,0,0,0,0,0,0,0,16.0,4,1,21.04,0,1,2,20.323666978484564,0,0,0,0,0,0,0,0,0,1,0,20.25,327.45,0.0,0.0,336.64,664.0899999999998,5
463,7993-NQLJE,1,55.0,0,0,0,0,0,1,0,0,5.0,0,0,0.0,0,1,1,2.0,0,0,0,0,0,1,1,1,0,0,0,39.5,210.75,39.27,6.506550218340611,0.0,171.48,1
464,2303-PJYHN,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
465,7493-GVFIO,1,46.624197983501375,0,0,0,0,0,2,0,0,14.0,0,1,14.61,0,0,3,0.0,0,0,0,0,0,0,0,0,0,1,1,20.4,292.4,0.0,0.0,204.54,496.94,3
466,5334-JLAXU,1,60.0,0,0,0,0,0,2,0,0,24.0,0,1,33.97,0,1,1,22.0,1,0,0,0,0,0,0,1,0,1,0,51.15,1275.7,2.0400186451211937,0.0,815.28,2090.98,3
467,7538-GWHML,0,25.0,1,0,1,1,0,3,1,6,32.40104486785495,0,1,22.05,0,0,3,20.323666978484564,0,0,0,0,0,0,0,0,2,1,1,20.1,1326.25,2.0400186451211937,0.0,1587.6,2913.8500000000013,3
468,5148-ORICT,1,46.624197983501375,0,0,0,0,0,0,0,0,1.0,0,1,6.44,0,1,1,4.0,0,0,0,0,0,0,0,1,0,0,2,51.25,2259.597129112353,0.0,0.0,751.942966389144,57.69,1
469,7851-WZEKY,1,46.624197983501375,0,0,0,0,0,2,1,1,32.40104486785495,0,1,19.03,0,0,3,0.0,0,0,0,0,0,0,0,1,2,0,1,25.1,1275.6,0.0,0.0,1008.59,2284.19,3
470,8543-MSDMF,1,36.0,0,0,1,0,0,3,1,4,57.0,0,1,23.006725581395354,1,1,2,13.0,1,1,0,0,1,0,0,1,0,1,0,103.05,5925.75,0.0,0.0,1812.03,7737.78,3
471,2122-YWVYA,0,23.0,1,0,1,1,1,2,1,1,11.0,0,0,0.0,0,1,0,20.323666978484564,1,0,0,0,1,1,1,1,0,0,0,50.55,565.35,0.0,0.0,0.0,565.35,3
472,8098-TDCBU,0,41.0,0,0,0,0,0,0,0,0,1.0,0,1,8.31,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,69.5,69.5,0.0,0.0,8.31,77.81,2
473,3230-JCNZS,1,44.0,0,0,0,0,0,0,0,0,24.0,0,1,24.76,0,1,2,2.0,0,0,0,1,1,1,1,1,0,1,0,96.0,2122.45,0.0,0.0,594.24,2716.69,1
474,3018-TFTSU,1,46.624197983501375,0,0,0,0,0,2,0,0,29.0,3,1,10.06,0,1,1,25.0,0,0,1,0,0,0,0,1,0,0,0,48.95,1323.7,0.0,6.506550218340611,751.942966389144,1615.44,3
475,5349-IECLD,1,46.624197983501375,0,0,0,0,0,4,0,0,1.0,5,0,0.0,0,1,0,17.0,0,0,0,0,0,0,0,1,0,1,2,24.2,24.2,0.0,0.0,0.0,24.2,3
476,0956-ACVZC,1,46.624197983501375,0,0,1,0,1,3,1,1,37.0,3,1,23.006725581395354,1,1,2,29.0,0,1,1,0,1,0,0,1,0,1,0,64.19761171032337,3415.25,0.0,0.0,1438.93,4854.18,3
477,9057-MSWCO,1,46.624197983501375,0,0,1,0,1,3,1,1,37.0,0,1,43.68,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0,1,19.8,677.05,29.21,0.0,1616.16,2264.0,3
478,8722-NGNBH,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
479,5569-OUICF,1,46.624197983501375,0,0,1,0,0,2,1,8,70.0,1,1,27.97,1,1,0,2.0,1,1,1,1,1,0,0,1,2,1,0,79.25,5731.85,0.0,0.0,1957.9,3025.3811100803964,3
480,4049-ZPALD,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
481,8565-CLBZW,1,28.0,1,0,0,0,0,3,0,0,32.40104486785495,3,1,7.55,0,1,1,71.0,1,1,0,1,0,1,1,1,0,1,1,79.0,1902.0,0.0,0.0,188.75,2090.75,3
482,4325-NFSKC,0,48.0,0,0,1,0,0,3,1,9,58.0,2,1,11.81,0,0,3,0.0,0,0,0,0,0,0,0,0,0,1,1,19.85,1158.85,0.0,0.0,684.98,3025.3811100803964,3
483,5917-RYRMG,1,46.624197983501375,0,0,1,0,0,3,1,2,63.0,0,1,48.14,0,1,0,28.0,0,1,0,1,0,1,1,0,2,0,0,67.25,4234.15,0.0,150.0,3032.82,7416.9699999999975,3
484,0122-OAHPZ,1,46.624197983501375,0,0,0,0,0,2,1,0,42.0,0,1,32.02,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,20.7,828.85,2.0400186451211937,0.0,1344.84,2173.69,3
485,5522-JBWMO,1,46.624197983501375,1,0,1,1,0,3,1,0,61.0,0,1,42.31,0,1,1,59.0,1,1,1,1,0,0,0,1,2,1,0,68.05,4158.25,0.0,0.0,751.942966389144,6739.16,3
486,9069-LGEUL,1,46.624197983501375,0,0,0,0,0,2,0,0,64.0,0,1,30.27,1,1,2,12.0,1,1,0,0,0,0,0,1,1,1,1,84.3,5289.05,0.0,0.0,1937.28,7226.33,3
487,6311-UEUME,1,46.624197983501375,0,0,0,0,0,3,1,6,69.0,0,1,23.006725581395354,0,1,2,30.0,0,0,0,1,1,1,1,1,0,1,1,95.2,2259.597129112353,0.0,0.0,751.942966389144,7501.08,3
488,4396-KLSEH,0,66.0,0,1,0,0,0,2,0,0,7.0,5,1,26.29,0,1,2,20.0,0,0,1,0,1,0,0,0,1,1,0,84.35,609.65,29.17,6.506550218340611,184.03,774.51,3
489,6131-JLWZM,1,46.624197983501375,0,0,0,0,0,0,0,0,1.0,5,1,29.78,0,1,2,13.0,0,0,0,0,0,0,0,1,0,0,1,69.55,69.55,0.0,0.0,29.78,99.33,1
490,0282-NVSJS,1,69.0,0,1,1,0,0,2,1,1,69.0,0,1,23.006725581395354,1,1,2,4.0,0,1,1,1,1,1,0,1,2,1,0,108.4,7318.2,2.0400186451211937,0.0,3372.720000000001,10690.92,0
491,9987-LUTYD,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
492,8807-OPMBM,0,21.0,1,0,1,0,0,1,1,1,70.0,1,1,41.88,0,1,2,59.0,0,1,1,1,1,0,0,0,1,1,0,109.5,7674.55,0.0,150.0,2931.6000000000013,10756.15,0
493,7673-LPRNY,1,46.624197983501375,1,0,0,0,0,0,0,0,39.0,0,0,0.0,0,1,0,48.0,1,0,0,1,1,0,0,1,0,1,1,48.95,1880.85,0.0,0.0,0.0,1880.85,5
494,3737-GCSPV,1,30.0,0,0,0,0,0,1,0,0,1.0,5,1,44.59,0,1,2,41.0,0,0,0,0,0,0,0,1,0,0,0,70.6,2259.597129112353,0.0,6.506550218340611,751.942966389144,115.19,0
495,1227-UDMZR,1,44.0,0,0,0,0,0,4,0,0,32.40104486785495,2,1,35.32,1,1,2,15.0,0,0,0,0,0,1,1,1,0,0,1,89.4,4869.5,2.0400186451211937,0.0,1907.28,6776.78,3
496,0564-JJHGS,1,67.0,0,1,0,0,0,2,0,0,32.40104486785495,0,1,7.95,0,1,2,12.0,1,1,0,1,0,1,0,0,0,1,2,105.0,2259.597129112353,0.0,20.0,151.05,2178.3,3
497,1597-LHYNC,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
498,7552-KEYGT,1,24.0,1,0,1,1,0,2,1,8,35.0,0,1,48.3,1,1,2,73.0,0,1,1,1,0,1,1,1,0,1,0,109.95,3782.4,31.9,0.0,1690.5,3025.3811100803964,3
499,0621-TWIEM,0,25.0,1,0,1,1,3,4,1,9,62.0,0,1,36.54,1,1,1,41.0,0,0,0,0,1,1,1,1,0,1,1,70.45,4300.45,0.0,6.506550218340611,2265.48,6565.93,3
500,7526-IVLYU,1,68.0,0,1,1,0,0,2,1,0,32.40104486785495,0,1,19.14,1,0,3,0.0,0,0,0,0,0,0,0,1,2,0,0,25.0,1501.75,0.0,6.506550218340611,1167.54,2669.29,3
501,3910-MRQOY,1,27.0,1,0,0,0,0,2,0,0,14.0,4,1,43.5,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,19.9,283.75,0.0,0.0,609.0,3025.3811100803964,3
502,1217-VASWC,1,46.624197983501375,0,0,0,0,0,1,0,0,38.0,0,1,17.66,0,1,2,41.0,0,1,0,1,0,0,0,1,0,1,1,84.25,3264.5,0.0,0.0,671.08,3935.58,0
503,6199-IWKGC,1,46.624197983501375,0,0,0,0,0,2,0,0,44.0,0,1,40.17,1,1,2,6.0,0,1,1,0,0,0,0,1,0,1,0,84.8,3862.55,0.0,0.0,1767.48,5630.0300000000025,0
504,0491-KAPQG,1,28.0,1,0,0,0,0,4,0,0,3.0,0,1,37.01,0,0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,20.5,76.95,0.0,0.0,111.03,187.98,3
505,7706-YLMQA,0,51.0,0,0,0,0,0,2,0,0,10.0,4,1,17.01,1,0,3,0.0,0,0,0,0,0,0,0,0,0,1,1,24.5,270.15,0.0,0.0,170.10000000000005,440.25,3
506,7572-KPVKK,1,68.0,0,0,0,0,0,1,0,0,1.0,5,1,39.78,0,1,0,12.0,0,0,1,0,0,0,0,1,0,1,2,50.15,50.15,0.0,0.0,39.78,89.93,1
507,0454-OKRCT,0,52.0,0,0,1,1,2,3,1,10,45.0,0,0,0.0,0,1,0,19.0,0,1,1,1,0,1,1,1,1,0,0,51.0,2264.5,0.0,0.0,0.0,2264.5,3
508,6682-VCIXC,1,50.0,0,0,0,0,0,4,0,0,1.0,5,1,23.006725581395354,0,0,3,20.323666978484564,0,0,0,0,0,0,0,0,0,0,0,20.65,20.65,2.0400186451211937,0.0,1.47,22.12,3
509,3612-YUNGG,0,57.0,0,0,0,0,0,3,1,1,32.0,0,1,12.35,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,64.19761171032337,641.15,0.0,0.0,395.2,1036.35,3
510,9964-WBQDJ,0,35.0,0,0,1,1,3,2,1,0,39.0,0,1,24.38,1,1,2,53.0,0,0,0,1,1,1,0,1,0,1,1,99.95,3767.4,0.0,0.0,950.82,4718.22,3
511,2332-EFBJY,1,39.0,0,0,1,0,0,2,1,1,32.40104486785495,5,1,30.62,0,1,2,11.0,0,0,0,0,0,0,0,1,0,1,0,68.5,68.5,0.0,0.0,30.62,99.12,1
512,6769-DYBQN,1,46.624197983501375,0,0,0,0,0,2,0,0,15.0,0,1,7.99,0,1,2,20.323666978484564,0,1,0,0,0,0,0,1,0,1,0,75.3,1147.45,0.0,0.0,119.85,1267.3,1
513,3935-TBRZZ,1,46.624197983501375,0,0,0,0,0,2,0,0,35.0,0,0,0.0,0,1,1,26.0,0,0,1,0,1,1,1,1,0,0,0,49.2,1701.65,0.0,0.0,0.0,1701.65,3
514,4824-GUCBY,1,52.0,0,0,0,0,0,4,0,0,58.0,0,1,44.67,1,1,2,8.0,0,0,0,1,0,0,0,1,0,0,0,80.65,4807.35,0.0,0.0,2590.86,7398.210000000001,3
515,4002-BQWPQ,0,40.0,0,0,1,0,0,2,1,8,10.0,0,1,31.09,0,1,1,5.0,1,1,1,0,0,1,1,1,2,0,0,80.85,808.5,0.0,0.0,310.9,1119.4,3
516,6712-OAWRH,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
517,1735-XMJVH,1,76.0,0,1,1,0,0,4,1,9,72.0,0,0,0.0,0,1,1,9.0,1,1,1,1,1,1,1,1,2,1,1,64.45,4641.1,0.0,0.0,0.0,4641.1,3
518,0440-UEDAI,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
519,9297-EONCV,0,60.0,0,0,0,1,1,3,1,8,71.0,0,1,11.13,0,0,3,0.0,0,0,0,0,0,0,0,1,2,0,0,20.5,1500.95,0.0,0.0,790.23,2291.1800000000007,3
520,7682-AZNDK,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,0
521,5982-PSMKW,0,58.0,0,0,1,1,2,4,1,9,71.0,1,1,27.26,0,1,2,12.0,0,1,1,0,0,1,1,1,2,1,1,95.75,6849.4,0.0,0.0,1935.46,8784.86,3
522,8812-ZRHFP,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
523,5177-RVZNU,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
524,3703-VAVCL,0,37.0,0,0,0,0,0,3,0,0,1.0,0,0,0.0,0,1,0,20.323666978484564,0,0,0,0,0,0,0,1,0,1,1,24.9,24.9,0.0,0.0,0.0,24.9,3
525,7590-VHVEG,1,46.0,0,0,0,0,0,2,0,0,10.0,4,0,23.006725581395354,0,1,2,30.0,0,0,1,0,0,0,0,0,0,0,1,29.5,255.25,0.0,40.0,0.0,295.25,2
526,7526-BEZQB,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
527,6968-URWQU,1,46.624197983501375,0,0,0,0,0,2,1,2,11.0,4,1,40.76,0,0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,64.19761171032337,225.75,0.0,0.0,751.942966389144,674.1099999999999,3
