Customer ID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude
8677-HDZEE,1.0,,California,Oakland,94601.0,"37.776523, -122.219268",37.776523,
7402-EYFXX,1.0,United States,California,Oakland,94618.0,"37.84551, -122.235181",37.84551,-122.235181
1112-CUNAO,1.0,United States,California,Berkeley,94705.0,"37.858898, -122.240512",37.858898,-122.240512
6211-WWLTF,1.0,United States,California,Berkeley,94709.0,"37.878554, -122.26609",37.878554,-122.26609
4199-QHJNM,1.0,United States,California,Richmond,94805.0,"37.941456, -122.320968",37.941456,-122.320968
2346-LOCWC,1.0,United States,California,Inverness,94937.0,"38.099323, -122.945723",38.099323,-122.945723
9764-REAFF,1.0,United States,California,Marshall,,"38.129308, -122.834815",,-122.834815
9633-DENPU,1.0,United States,California,Mill Valley,94941.0,"37.901371, -122.572024",37.901371,-122.572024
8980-WQFWL,1.0,United States,California,Novato,,"38.067204, -122.524004",38.067204,-122.524004
7246-ZGQDF,1.0,United States,California,Sausalito,94965.0,,37.848641,-122.515692
2712-SYWAY,1.0,United States,California,Aromas,95004.0,"36.878364, -121.629781",36.878364,-121.629781
3296-SILRA,1.0,United States,California,Boulder Creek,95006.0,,37.171727,
0215-BQKGS,1.0,United States,,Los Gatos,95030.0,"37.222842, -121.988727",37.222842,-121.988727
7619-ODSGN,1.0,United States,California,San Juan Bautista,95045.0,"36.810568, -121.503022",36.810568,-121.503022
3793-MMFUH,1.0,United States,California,,,"37.393554, -121.965114",37.393554,-121.965114
5998-VVEJY,1.0,,California,,,"36.993451, -122.098858",36.993451,-122.098858
4657-FWVFY,1.0,United States,California,Santa Cruz,95065.0,,37.031404,-121.981865
9146-JRIOX,,United States,California,San Jose,95120.0,,37.186141,-121.843554
2418-TPEUN,1.0,,California,San Jose,95121.0,"37.304681, -121.809955",37.304681,-121.809955
7856-GANIL,1.0,United States,California,San Jose,95130.0,"37.277592, -121.986477",37.277592,-121.986477
3716-LRGXK,1.0,United States,California,San Jose,95131.0,"37.387027, -121.897775",37.387027,
0953-LGOVU,1.0,United States,California,,,"37.28682, -121.723877",37.28682,-121.723877
8219-VYBVI,1.0,United States,,Stockton,95202.0,,37.959706,-121.287669
9898-KZQDZ,1.0,United States,California,Stockton,95210.0,"38.033219, -121.297433",38.033219,-121.297433
0781-LKXBR,1.0,United States,California,Stockton,95212.0,"38.049457, -121.21653",38.049457,
4741-WWJQZ,1.0,United States,California,Avery,,"38.208336, -120.339938",38.208336,-120.339938
8861-HGGKB,1.0,United States,California,Hathaway Pines,95233.0,"38.184914, -120.364085",,-120.364085
6137-MFAJN,1.0,United States,California,Lodi,95240.0,"38.123544, -121.159078",38.123544,-121.159078
4750-ZRXIU,1.0,United States,California,Mountain Ranch,95246.0,"38.264262, -120.515133",38.264262,-120.515133
7989-CHGTL,1.0,United States,California,Delhi,95315.0,"37.422961, -120.765493",37.422961,-120.765493
6641-XRPSU,,United States,California,,,"37.40122, -120.514191",37.40122,-120.514191
2674-MLXMN,1.0,United States,California,,95360.0,"37.343846, -121.039391",37.343846,-121.039391
8943-URTMR,1.0,United States,California,Planada,95365.0,"37.329725, -120.306399",37.329725,-120.306399
3795-CAWEX,1.0,United States,California,Riverbank,95367.0,"37.734971, -120.954271",37.734971,-120.954271
1628-BIZYP,1.0,United States,California,Snelling,95369.0,"37.521708, -120.426843",37.521708,-120.426843
1904-WAJAA,1.0,United States,California,Waterford,95386.0,"37.669516, -120.626964",37.669516,
9661-ACXBS,1.0,United States,California,Santa Rosa,95401.0,"38.460517, -122.790335",38.460517,-122.790335
4671-VJLCL,1.0,United States,California,Santa Rosa,95404.0,"38.526941, -122.709096",38.526941,
9489-JMTTN,1.0,United States,,,95405.0,"38.439696, -122.668817",38.439696,-122.668817
1229-RCALF,1.0,United States,California,Clearlake Oaks,95423.0,"39.07116, -122.598542",,-122.598542
6234-PFPXL,1.0,United States,California,Comptche,95427.0,"39.239818, -123.565432",39.239818,-123.565432
8313-AFGBW,1.0,United States,California,Covelo,95428.0,"39.83307, -123.178765",39.83307,-123.178765
8080-DDEMJ,1.0,United States,California,Eldridge,95431.0,"38.348884, -122.51699",38.348884,-122.51699
2672-TGEFF,1.0,United States,California,Guerneville,95446.0,"38.52576, -123.013347",38.52576,-123.013347
7067-KSAZT,1.0,United States,California,Jenner,95450.0,"38.505995, -123.187019",38.505995,-123.187019
7603-USHJS,1.0,United States,California,The Sea Ranch,95497.0,"38.696659, -123.436861",,-123.436861
7394-LWLYN,1.0,United States,California,Eureka,,"40.796621, -124.15428",40.796621,-124.15428
9752-ZNQUT,1.0,United States,California,Eureka,95503.0,"40.737431, -124.108897",40.737431,-124.108897
7753-USQYQ,1.0,United States,California,Bridgeville,95526.0,"40.372532, -123.525626",40.372532,-123.525626
3810-DVDQQ,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",,-117.299644
8773-HHUOZ,1.0,United States,California,Hydesville,95547.0,"40.557314, -124.081662",40.557314,-124.081662
6575-SUVOI,1.0,,California,Klamath,,"41.572813, -124.035011",41.572813,-124.035011
7890-VYYWG,1.0,United States,California,Smith River,95567.0,"41.950683, -124.097094",41.950683,-124.097094
3272-VUHPV,1.0,United States,California,Amador City,95601.0,"38.431407, -120.8421",38.431407,-120.8421
1707-HABPF,1.0,United States,,West Sacramento,95605.0,"38.592745, -121.540036",38.592745,-121.540036
9860-LISIZ,1.0,United States,California,Brooks,,"38.809804, -122.241383",,-122.241383
5797-APWZC,1.0,United States,California,El Dorado,95623.0,"38.63153, -120.842609",38.63153,-120.842609
5158-RIVOP,1.0,United States,California,Elverta,95626.0,"38.734997, -121.463719",38.734997,-121.463719
9367-TCUYN,1.0,,California,Garden Valley,,"38.852544, -120.837669",38.852544,-120.837669
3565-UNOCC,,United States,California,Greenwood,95635.0,"38.921333, -120.897718",38.921333,
5396-IZEPB,1.0,United States,California,,,"38.636102, -120.522149",38.636102,-120.522149
0611-DFXKO,1.0,United States,California,Guinda,95637.0,"38.830739, -122.196202",,-122.196202
8651-ENBZX,1.0,United States,California,Isleton,95641.0,"38.154823, -121.601358",38.154823,-121.601358
6481-OGDOO,1.0,United States,California,,95651.0,,,-120.916997
0931-MHTEM,1.0,United States,California,Mather,95655.0,"38.549822, -121.266725",38.549822,-121.266725
9846-GKXAS,1.0,,California,Nicolaus,95659.0,"38.788898, -121.608624",38.788898,
4712-UYOOI,1.0,United States,California,Orangevale,95662.0,"38.689174, -121.218435",38.689174,-121.218435
9867-XOBQA,1.0,,California,Rancho Cordova,95670.0,"38.602723, -121.279913",38.602723,-121.279913
7752-XUSCI,1.0,United States,California,Rio Oso,95674.0,"38.954144, -121.482536",38.954144,-121.482536
2284-VFLKH,1.0,United States,California,Thornton,95686.0,"38.157794, -121.520223",38.157794,-121.520223
5088-QZLRL,1.0,United States,California,Woodland,95695.0,,38.71967,-121.862416
3190-ITQXP,1.0,,,Camino,95709.0,"38.748316, -120.675512",,-120.675512
0431-APWVY,,United States,California,Dutch Flat,95714.0,,39.197215,-120.83679
4443-EMBNA,1.0,United States,California,Echo Lake,95721.0,"38.851842, -120.076204",38.851842,-120.076204
7101-HRBLJ,1.0,,California,Pollock Pines,95726.0,"38.733908, -120.453416",,-120.453416
7721-DVEKZ,,United States,California,Weimar,95736.0,"39.00978, -120.978273",39.00978,-120.978273
6202-DYYFX,1.0,United States,California,,95746.0,"38.749466, -121.184196",38.749466,-121.184196
2480-EJWYP,1.0,United States,California,Sacramento,95818.0,"38.556306, -121.495817",38.556306,-121.495817
4821-SJHJV,1.0,United States,California,Sacramento,95827.0,"38.549185, -121.328386",38.549185,-121.328386
0556-FJEGU,1.0,United States,California,Beale Afb,95903.0,"39.125311, -121.392283",39.125311,-121.392283
4623-ZKHLY,1.0,United States,California,Camptonville,,"39.432127, -121.099287",39.432127,-121.099287
9167-APMXZ,1.0,United States,,Challenge,95925.0,"39.461768, -121.195825",39.461768,-121.195825
7722-CVFXN,,United States,,Chico,95926.0,"39.745712, -121.84333",,-121.84333
5172-MIGPM,1.0,United States,California,Colusa,,"39.273096, -122.050763",39.273096,-122.050763
4581-SSPWD,1.0,United States,California,,95936.0,,,-120.780786
0256-LTHVJ,1.0,United States,California,Dunnigan,95937.0,,38.931425,-121.946081
9050-QLROH,1.0,,California,Grass Valley,95949.0,"39.099204, -121.137962",39.099204,-121.137962
7318-EIVKO,1.0,United States,California,Grimes,95950.0,"39.033058, -121.895718",39.033058,-121.895718
3801-HMYNL,1.0,United States,California,Palermo,95968.0,"39.435756, -121.552071",39.435756,
4283-IVYCI,1.0,United States,California,Rough And Ready,95975.0,"39.225634, -121.156163",39.225634,-121.156163
2656-FMOKZ,1.0,United States,California,Willows,95988.0,"39.493991, -122.286363",39.493991,-122.286363
9248-OJYKK,1.0,United States,California,Burney,96013.0,"40.946785, -121.719489",40.946785,-121.719489
2808-CHTDM,1.0,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,
0667-NSRGI,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644
7614-QVWQL,1.0,United States,,Klamath River,,"41.816595, -122.948287",41.816595,-122.948287
7608-RGIRO,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644
7549-MYGPK,1.0,United States,California,Weaverville,96093.0,,40.759401,-122.939337
5960-WPXQM,1.0,,California,Whitmore,96096.0,"40.637105, -121.906949",40.637105,-121.906949
6693-FRIRW,,United States,California,Blairsden Graeagle,96103.0,"39.783747, -120.661032",,-120.661032
5160-UXJED,1.0,United States,,Fort Bidwell,96112.0,"41.932207, -120.135941",41.932207,-120.135941
6377-KSLXC,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644
3748-FVMZZ,,United States,California,Sierraville,96126.0,"39.559709, -120.345639",39.559709,-120.345639
3597-MVHJT,1.0,United States,California,Westwood,96137.0,"40.271535, -121.018087",,-121.018087
7644-OMVMY,1.0,United States,California,South Lake Tahoe,96150.0,"38.911577, -120.106169",38.911577,-120.106169
0959-WHOKV,1.0,United States,California,San Diego,,"32.957195, -117.202542",,-117.202542
7590-VHVEG,1.0,United States,,Los Angeles,90016.0,"34.028331, -118.354338",34.028331,-118.354338
8910-LEDAG,1.0,United States,California,Los Angeles,90017.0,"34.052842, -118.264495",34.052842,-118.264495
7310-EGVHZ,1.0,United States,California,Los Angeles,90023.0,"34.017697, -118.200577",34.017697,-118.200577
5325-UWTWJ,1.0,United States,,Los Angeles,90031.0,"34.085807, -118.206617",34.085807,-118.206617
0946-FKYTX,,,California,Los Angeles,90033.0,"34.050198, -118.210946",,-118.210946
1734-ZMNTZ,1.0,United States,California,Los Angeles,90037.0,"34.002642, -118.287596",34.002642,-118.287596
0506-LVNGN,1.0,United States,California,Los Angeles,,"33.988543, -118.334081",33.988543,-118.334081
9227-LUNBG,1.0,United States,California,Los Angeles,90048.0,"34.072945, -118.37267",34.072945,-118.37267
1568-LJSZU,1.0,United States,,Los Angeles,90056.0,"33.987945, -118.370442",33.987945,-118.370442
9362-MWODR,1.0,,California,Los Angeles,90057.0,"34.061918, -118.277939",34.061918,-118.277939
5951-AOFIH,1.0,United States,California,Los Angeles,90062.0,"34.003553, -118.308933",34.003553,-118.308933
1764-VUUMT,,,California,Los Angeles,90063.0,"34.044271, -118.185237",34.044271,
2501-XWWTZ,1.0,United States,California,Los Angeles,90066.0,,34.002028,-118.430656
4698-KVLLG,1.0,United States,California,Los Angeles,90068.0,,34.137411,-118.328915
4747-LCAQL,,United States,,Los Angeles,90071.0,,34.052917,-118.255178
5229-DTFYB,1.0,,California,Hermosa Beach,,"33.86532, -118.396336",33.86532,-118.396336
0278-YXOOG,1.0,,California,Huntington Park,90255.0,"33.97803, -118.217141",33.97803,-118.217141
5644-PDMZC,1.0,,California,Lawndale,90260.0,,33.88856,-118.351813
8999-EXMNO,,United States,California,Inglewood,90302.0,"33.975332, -118.355252",33.975332,-118.355252
2164-SOQXL,1.0,United States,California,Santa Monica,90403.0,"34.031529, -118.491156",34.031529,-118.491156
7881-EVUAD,1.0,United States,California,,90405.0,"34.005439, -118.477507",34.005439,-118.477507
1676-MQAOA,1.0,,California,Torrance,90505.0,"33.807882, -118.347957",33.807882,-118.347957
1395-OFUWC,1.0,United States,California,Buena Park,90621.0,"33.874224, -117.993368",33.874224,
4877-TSOFF,,United States,California,La Palma,90623.0,"33.850504, -118.039892",33.850504,-118.039892
5570-PTWEH,,United States,California,Santa Fe Springs,90670.0,"33.933565, -118.062611",33.933565,-118.062611
3865-QBWSJ,,United States,California,Lakewood,90712.0,"33.840524, -118.148403",33.840524,
7963-GQRMY,1.0,,California,Sunset Beach,90742.0,"33.719221, -118.073596",33.719221,
7957-RYHQD,1.0,United States,,Long Beach,90804.0,"33.783047, -118.1486",,-118.1486
0023-HGHWL,,United States,California,Long Beach,90807.0,"33.830099, -118.182239",33.830099,-118.182239
4146-SVFUD,1.0,United States,,Long Beach,90814.0,,33.771612,
3334-CTHOL,1.0,United States,,South Pasadena,,"34.110444, -118.156957",34.110444,-118.156957
4702-IOQDC,1.0,United States,California,,91105.0,"34.13946, -118.166649",,-118.166649
8267-ZNYVZ,1.0,United States,California,Glendale,91203.0,"34.153338, -118.262974",34.153338,-118.262974
5384-ZTTWP,1.0,,California,,,"34.195386, -118.238508",34.195386,
1167-OYZJF,1.0,,California,Canoga Park,91303.0,"34.19829, -118.602203",34.19829,-118.602203
7878-RTCZG,1.0,United States,California,Chatsworth,91311.0,"34.294142, -118.603883",34.294142,-118.603883
2439-QKJUL,1.0,United States,California,Encino,91316.0,"34.150354, -118.518292",34.150354,-118.518292
7854-FOKSF,1.0,United States,California,Valencia,91355.0,"34.43987, -118.644609",34.43987,-118.644609
2400-XIWIO,1.0,United States,California,Tarzana,91356.0,"34.157137, -118.548511",34.157137,-118.548511
5186-PEIZU,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644
5583-EJXRD,1.0,United States,California,Sherman Oaks,91403.0,"34.147149, -118.463365",34.147149,-118.463365
1459-QNFQT,1.0,United States,California,Sherman Oaks,91423.0,"34.146957, -118.432138",34.146957,-118.432138
8838-GPHZP,1.0,United States,California,Burbank,91501.0,"34.188339, -118.300942",34.188339,-118.300942
6922-NCEDI,1.0,United States,California,Los Angeles,90028.0,"34.099869, -118.326843",,-118.326843
6212-ATMLK,1.0,United States,California,,,"34.165783, -118.399795",34.165783,-118.399795
2987-BJXIK,1.0,United States,California,,91722.0,"34.097345, -117.906736",34.097345,-117.906736
3144-AUDBS,1.0,United States,California,El Monte,,"34.079934, -118.046695",34.079934,-118.046695
6655-LHBYW,1.0,United States,,,91741.0,,34.14649,-117.849815
4912-PIGUY,1.0,,California,Rowland Heights,91748.0,"33.976753, -117.897367",33.976753,-117.897367
9746-YKGXB,1.0,United States,California,Pomona,91767.0,"34.083086, -117.737997",34.083086,
0902-RFHOF,1.0,United States,California,San Dimas,91773.0,"34.102119, -117.815532",34.102119,-117.815532
6061-PQHMK,1.0,United States,California,Walnut,91789.0,"34.018354, -117.85492",,-117.85492
9317-WZPGV,1.0,United States,California,Alhambra,91803.0,"34.074736, -118.145959",34.074736,-118.145959
5760-IFJOZ,1.0,United States,California,Alpine,91901.0,,32.827184,-116.703729
2851-STERV,1.0,United States,California,Bonita,91902.0,"32.67117, -117.00232",32.67117,-117.00232
8331-ZXFOE,1.0,United States,California,Chula Vista,91910.0,"32.636792, -117.054989",,-117.054989
5908-QMGOE,1.0,United States,California,Guatay,91931.0,"32.857946, -116.561917",32.857946,
9571-EDEBV,1.0,United States,California,La Mesa,91942.0,"32.782501, -117.01611",32.782501,-117.01611
4822-LPTYJ,1.0,United States,California,Mount Laguna,,"32.830852, -116.444601",32.830852,-116.444601
0531-ZZJWQ,1.0,United States,,,92009.0,"33.098018, -117.258203",33.098018,-117.258203
0133-BMFZO,1.0,United States,California,Fallbrook,92028.0,,33.362575,-117.299644
5701-ZIKJE,1.0,United States,California,Oceanside,92057.0,"33.254497, -117.285879",33.254497,-117.285879
8040-MNRTF,1.0,United States,California,San Diego,92108.0,"32.774046, -117.142454",32.774046,
6215-NQCPY,1.0,United States,California,San Diego,92113.0,"32.697098, -117.116587",32.697098,-117.116587
3571-DPYUH,,United States,California,Coronado,92118.0,"32.68674, -117.186612",32.68674,-117.186612
1355-KUSBG,,United States,,San Diego,92120.0,"32.807867, -117.060993",32.807867,-117.060993
8212-DJRCH,1.0,United States,,San Diego,92121.0,"32.898613, -117.202937",32.898613,-117.202937
5016-LIPDW,1.0,,,San Diego,,"33.017518, -117.118456",33.017518,-117.118456
0871-OPBXW,1.0,United States,California,San Diego,92128.0,"33.000269, -117.072093",33.000269,-117.072093
2430-USGXP,1.0,United States,California,San Diego,92130.0,"32.957195, -117.202542",32.957195,-117.202542
0130-SXOUN,1.0,United States,California,San Ysidro,92173.0,"32.555828, -117.040073",32.555828,-117.040073
0426-TIRNE,1.0,United States,California,Indio,92201.0,"33.713891, -116.237257",33.713891,-116.237257
3318-OSATS,1.0,United States,,Palm Desert,92211.0,,33.762759,-116.324817
5995-OIGLP,1.0,United States,California,Brawley,92227.0,"33.03933, -115.191857",33.03933,-115.191857
4611-ANLQC,1.0,United States,California,,92231.0,,32.690654,-115.431225
8552-OBVRU,1.0,United States,California,Desert Center,92239.0,"33.889605, -115.257009",33.889605,-115.257009
9415-TPKRV,1.0,United States,,,,"33.839989, -116.659215",33.839989,-116.659215
4695-VADHF,,United States,California,Rancho Mirage,92270.0,"33.763678, -116.429928",33.763678,-116.429928
4361-JEIVL,1.0,United States,California,Thousand Palms,92276.0,"33.849263, -116.382778",33.849263,-116.382778
3950-VPYJB,1.0,United States,California,Escondido,92027.0,,33.141265,-116.967221
0674-GCDXG,1.0,United States,,Twentynine Palms,92278.0,,34.457829,-116.139589
2977-CEBSX,1.0,United States,California,White Water,92282.0,"33.972293, -116.654195",,-116.654195
1561-BWHIN,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,
2143-LJULT,1.0,United States,California,Big Bear City,,"34.278967, -116.773825",34.278967,-116.773825
4795-KTRTH,1.0,United States,California,Bloomington,92316.0,,34.059722,-117.39104
4134-BSXLX,1.0,United States,California,Calimesa,,"33.982787, -117.057627",33.982787,-117.057627
1353-LJWEM,1.0,United States,,Fontana,92336.0,"34.136367, -117.460803",34.136367,-117.460803
0268-QKIWO,1.0,United States,California,Fontana,92337.0,"34.049671, -117.468896",34.049671,-117.468896
2330-PQGDQ,,United States,California,Green Valley Lake,92341.0,"34.244411, -117.072654",34.244411,
3422-WJOYD,,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473
4822-RVYBB,1.0,,California,Oro Grande,92368.0,"34.647959, -117.296957",34.647959,-117.296957
2194-IIQOF,1.0,United States,California,Phelan,92371.0,"34.441123, -117.537886",34.441123,-117.537886
4808-YNLEU,1.0,United States,California,San Bernardino,92401.0,"34.105935, -117.2914",34.105935,-117.2914
6972-SNKKW,,United States,California,Riverside,92503.0,"33.890046, -117.455583",33.890046,-117.455583
3308-MHOOC,1.0,United States,,Riverside,,"33.930931, -117.361788",33.930931,-117.361788
1465-LNTLJ,1.0,United States,,March Air Reserve Base,92518.0,"33.888323, -117.277533",33.888323,-117.277533
1335-HQMKX,1.0,United States,California,Anza,92539.0,"33.527605, -116.666551",33.527605,-116.666551
8608-OZTLB,1.0,United States,California,Moreno Valley,,"33.907361, -117.109972",33.907361,-117.109972
2511-MORQY,,United States,California,,92591.0,"33.540604, -117.10909",33.540604,-117.10909
0004-TLHLJ,1.0,United States,California,Irvine,92602.0,"33.720359, -117.733655",33.720359,
5552-ZNFSJ,1.0,,California,Foothill Ranch,92610.0,"33.698728, -117.67768",33.698728,-117.67768
1240-HCBOH,1.0,United States,California,Costa Mesa,,"33.678591, -117.905471",33.678591,-117.905471
2120-SMPEX,1.0,United States,California,Huntington Beach,92647.0,,33.723579,-118.005441
9108-EJFJP,1.0,United States,California,,92676.0,"33.782346, -117.635263",33.782346,-117.635263
1159-WFSGR,,United States,California,Rancho Santa Margarita,92688.0,"33.624654, -117.611733",33.624654,-117.611733
8720-RQSBJ,1.0,United States,California,,92694.0,"33.569186, -117.640055",33.569186,-117.640055
4012-ZTHBR,,United States,California,,92707.0,"33.714829, -117.872941",33.714829,-117.872941
4282-YMKNA,1.0,United States,California,Tustin,92780.0,"33.735802, -117.818805",33.735802,-117.818805
8963-JLGJT,1.0,United States,California,Anaheim,92808.0,"33.850452, -117.726668",33.850452,-117.726668
6142-VSJQO,1.0,United States,California,Brea,92821.0,"33.930199, -117.862898",33.930199,-117.862898
0397-GZBBC,,United States,,Fullerton,92831.0,"33.879983, -117.895482",33.879983,
0238-WHBIQ,1.0,United States,California,Orange,92869.0,"33.792791, -117.789749",33.792791,-117.789749
0637-YLETY,1.0,United States,California,,92870.0,"33.881158, -117.854783",33.881158,-117.854783
6598-RFFVI,1.0,United States,California,Corona,92882.0,"33.819385, -117.600213",33.819385,-117.600213
7301-ABVAD,1.0,United States,California,Corona,92883.0,,33.762351,-117.488725
3911-RSNHI,1.0,United States,California,Camarillo,93012.0,"34.205504, -118.993111",,-118.993111
0142-GVYSN,1.0,United States,California,Carpinteria,93013.0,"34.441398, -119.513163",34.441398,-119.513163
6248-TKCQV,1.0,United States,California,Ojai,93023.0,"34.581308, -118.931948",34.581308,
6861-XWTWQ,1.0,United States,California,Piru,,"34.432843, -118.730106",34.432843,
0327-WFZSY,1.0,United States,,Santa Barbara,93110.0,"34.437945, -119.77191",34.437945,-119.77191
3143-JQEGI,1.0,United States,California,,93201.0,"35.869626, -119.498771",,-119.498771
9584-EXCDZ,1.0,United States,California,Avenal,93204.0,"35.916943, -120.129921",35.916943,-120.129921
8597-CWYHH,1.0,United States,,Bodfish,93205.0,"35.523991, -118.400432",35.523991,-118.400432
0701-RFGFI,1.0,United States,California,Frazier Park,93222.0,"34.907911, -119.234281",34.907911,-119.234281
0917-EZOLA,1.0,United States,California,,93224.0,"35.215731, -119.57013",35.215731,-119.57013
7356-IWLFW,1.0,United States,California,,93245.0,"36.303666, -119.825657",36.303666,
1254-IZEYF,1.0,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473
4086-ATNFV,1.0,,California,,93262.0,"36.527243, -118.594938",36.527243,-118.594938
9802-CAQUT,1.0,United States,California,Strathmore,93267.0,,36.141319,-119.129075
4195-SMMNX,,,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473
4193-IBKSW,1.0,United States,California,Wasco,93280.0,"35.652242, -119.4464",35.652242,-119.4464
8384-FZBJK,1.0,United States,,Bakersfield,93306.0,"35.449881, -118.841442",35.449881,-118.841442
6198-ZFIOJ,1.0,,California,San Luis Obispo,93401.0,"35.233745, -120.626442",35.233745,-120.626442
4957-TIALW,1.0,United States,California,Buellton,93427.0,"34.631362, -120.238218",,-120.238218
6873-UDNLD,1.0,United States,California,,93429.0,"34.866032, -120.536546",,-120.536546
1323-OOEPC,1.0,United States,,Guadalupe,93434.0,"34.936, -120.594655",34.936,-120.594655
4439-YRNVD,1.0,United States,California,Lompoc,93437.0,,,-120.550507
4993-JCRGJ,1.0,United States,California,,93465.0,"35.536115, -120.739231",35.536115,-120.739231
1791-PQHBB,1.0,United States,California,Edwards,93523.0,"34.966777, -117.961179",34.966777,-117.961179
5197-PYEPU,1.0,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,
9134-WYRVP,1.0,United States,California,Johannesburg,93528.0,"35.363339, -117.637641",35.363339,-117.637641
7250-EQKIY,1.0,United States,,Keene,93531.0,,35.214982,-118.59049
1421-HCERK,1.0,,California,Lancaster,93535.0,"34.712708, -117.889656",34.712708,-117.889656
9710-NJERN,,United States,California,Palmdale,93550.0,"34.536232, -118.082935",34.536232,-118.082935
8659-IOOPU,1.0,,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473
0420-TXVSG,,United States,California,,92592.0,"33.507255, -117.029473",,-117.029473
4692-NNQRU,1.0,United States,California,Valyermo,93563.0,"34.39583, -117.734568",34.39583,-117.734568
3870-SPZSI,,United States,California,Ahwahnee,93601.0,"37.375816, -119.739935",37.375816,-119.739935
6223-DHJGV,1.0,,California,Big Creek,93605.0,"37.17277, -119.2997",37.17277,-119.2997
0409-WTMPL,1.0,United States,California,Dinuba,93618.0,"36.523619, -119.386868",36.523619,-119.386868
9526-JAWYF,1.0,United States,California,Kingsburg,93631.0,"36.478239, -119.52137",36.478239,-119.52137
0104-PPXDV,,United States,California,Sanger,93657.0,"36.819628, -119.440414",36.819628,-119.440414
4750-UKWJK,,United States,California,Shaver Lake,93664.0,"37.223, -119.001021",37.223,-119.001021
0730-BGQGF,1.0,United States,California,South Dos Palos,93665.0,"36.959731, -120.653519",36.959731,-120.653519
8402-OOOHJ,1.0,United States,California,,93675.0,"36.719141, -119.202677",36.719141,-119.202677
4228-ZGYUW,1.0,United States,California,Fresno,93702.0,"36.739385, -119.753649",36.739385,-119.753649
6749-UTDVX,1.0,United States,,Fresno,93705.0,"36.78724, -119.827813",36.78724,-119.827813
1699-HPSBG,1.0,United States,California,San Dimas,91773.0,,34.102119,-117.815532
9237-HQITU,1.0,United States,California,,93722.0,"36.78979, -119.929894",,-119.929894
7777-UNYHB,1.0,United States,California,Salinas,93901.0,"36.64152, -121.622188",36.64152,-121.622188
2889-FPWRM,1.0,,California,Marina,93933.0,"36.689582, -121.758398",36.689582,-121.758398
2578-JQPHZ,1.0,United States,California,,93950.0,"36.618337, -121.926417",36.618337,-121.926417
6745-JEFZB,1.0,United States,California,Seaside,93955.0,"36.625114, -121.823565",36.625114,-121.823565
8317-BVKSO,1.0,United States,California,Millbrae,94030.0,"37.601248, -122.403099",,-122.403099
4378-MYPGO,1.0,United States,California,Redwood City,,"37.410567, -122.297152",37.410567,-122.297152
4537-DKTAL,1.0,United States,California,San Francisco,,"37.789168, -122.395009",37.789168,-122.395009
2144-BFDSO,1.0,United States,California,San Francisco,94107.0,"37.768881, -122.395521",37.768881,-122.395521
2294-DMMUS,1.0,United States,California,San Francisco,,"37.791998, -122.408653",37.791998,-122.408653
5960-MVTUK,1.0,,California,San Francisco,94123.0,"37.800254, -122.436975",37.800254,
2332-EFBJY,1.0,United States,California,San Francisco,94127.0,"37.736535, -122.45732",37.736535,-122.45732
1360-XFJMR,1.0,United States,California,San Francisco,,"37.722302, -122.491129",37.722302,-122.491129
5590-ZSKRV,1.0,United States,California,,94304.0,,37.386978,-122.177746
2108-XWMPY,1.0,United States,California,San Mateo,94401.0,"37.590421, -122.306467",37.590421,-122.306467
6047-SUHPR,1.0,United States,,San Mateo,94402.0,"37.556634, -122.317723",37.556634,-122.317723
0939-YAPAF,1.0,United States,California,Byron,94514.0,"37.83323, -121.601461",37.83323,-121.601461
5240-CAOYT,1.0,United States,California,Calistoga,94515.0,"38.629618, -122.593216",38.629618,-122.593216
3099-OONVS,1.0,United States,California,Concord,94520.0,"38.013825, -122.039144",38.013825,-122.039144
6621-YOBKI,1.0,United States,California,Travis Afb,94535.0,"38.265899, -121.939461",38.265899,
6986-IXNDM,1.0,United States,,Hayward,94545.0,"37.62984, -122.120843",37.62984,-122.120843
9974-JFBHQ,1.0,,California,Lafayette,94549.0,"37.907777, -122.127161",,-122.127161
7354-OIJLX,1.0,,California,Pittsburg,94565.0,"38.006047, -121.916834",38.006047,-121.916834
1264-BYWMS,1.0,,California,Pope Valley,,"38.672708, -122.403219",38.672708,-122.403219
9715-WZCLW,1.0,United States,,Rio Vista,94571.0,"38.148862, -121.737696",,-121.737696
1269-FOYWN,1.0,United States,California,Deer Park,94576.0,"38.554383, -122.474773",38.554383,
