Customer ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
4597-ELFTS,1.0,Q3,Yes,1.0,71.0,Offer A,Yes,9.96,No,,Fiber Optic,14.0,,Yes,Yes,Yes,,Yes,Yes,Yes,Two Year,,Bank Withdrawal,109.7,7904.25,0.0,0.0,707.1600000000001,8611.41
4203-QGNZA,1.0,Q3,Yes,,48.0,None,Yes,25.19,Yes,Yes,Fiber Optic,22.0,No,No,,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.05,4370.75,0.0,0.0,1209.1200000000001,5579.87
3508-VLHCZ,1.0,Q3,Yes,1.0,31.0,None,,44.26,Yes,,Fiber Optic,22.0,No,No,Yes,No,,No,No,Yes,One Year,Yes,Bank Withdrawal,,2835.5,0.0,0.0,1372.06,4207.5599999999995
3374-PZLXD,1.0,Q3,Yes,,38.0,,Yes,49.82,Yes,Yes,Fiber Optic,,Yes,Yes,No,No,,Yes,Yes,,,,Credit Card,95.0,3591.25,0.0,,1893.16,5554.41
7277-KAMWT,1.0,Q3,No,0.0,11.0,None,Yes,11.86,No,Yes,Cable,23.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,54.55,,0.0,,,
2055-SIFSS,1.0,Q3,No,0.0,27.0,None,Yes,2.97,Yes,Yes,Fiber Optic,,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,86.45,2401.05,0.0,0.0,80.19000000000001,2481.2400000000002
3315-TOTBP,1.0,Q3,No,,1.0,Offer E,Yes,2.97,No,Yes,,5.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.05,70.05,0.0,0.0,2.97,73.02
4986-MXSFP,1.0,Q3,Yes,10.0,,None,Yes,,No,Yes,Fiber Optic,21.0,Yes,Yes,Yes,No,No,No,,Yes,One Year,Yes,Credit Card,82.95,,0.0,0.0,248.39,5151.54
0577-WHMEV,1.0,Q3,No,0.0,50.0,None,Yes,31.43,Yes,No,,0.0,No,No,No,No,No,No,No,No,One Year,,Bank Withdrawal,25.2,1306.3,0.0,0.0,1571.5,2877.8
5922-ABDVO,1.0,Q3,No,0.0,31.0,None,Yes,47.48,No,Yes,Fiber Optic,,Yes,,No,,No,No,No,Yes,Two Year,Yes,Credit Card,73.55,2094.65,0.0,0.0,1471.8799999999999,
9891-NQDBD,1.0,Q3,No,0.0,2.0,None,Yes,,No,,Fiber Optic,22.0,No,No,No,,,,No,Yes,,No,,81.5,162.55,0.0,0.0,49.9,212.45000000000002
5977-CKHON,1.0,Q3,No,0.0,,None,Yes,4.29,Yes,Yes,Fiber Optic,,No,No,No,No,No,No,,Yes,Two Year,Yes,Bank Withdrawal,74.45,294.45,,0.0,17.16,311.61
7526-IVLYU,1.0,Q3,Yes,,,,Yes,19.14,Yes,No,None,0.0,,No,No,No,No,No,No,,Two Year,No,Bank Withdrawal,25.0,1501.75,0.0,,1167.54,2669.29
7693-LCKZL,1.0,Q3,Yes,5.0,,Offer A,Yes,8.68,Yes,No,None,0.0,No,No,No,,No,,No,No,Two Year,No,Bank Withdrawal,24.3,1778.7,0.0,0.0,,2403.66
2434-EEVDB,1.0,Q3,,,29.0,None,Yes,32.03,,Yes,Fiber Optic,,Yes,No,Yes,No,,Yes,,Yes,One Year,No,Bank Withdrawal,90.1,2656.7,0.0,0.0,928.87,3585.5699999999997
7322-OCWHC,1.0,Q3,No,0.0,2.0,None,Yes,7.03,No,No,None,0.0,No,No,No,No,No,,No,No,Two Year,No,Bank Withdrawal,19.2,37.2,,0.0,14.06,51.260000000000005
8734-FNWVH,1.0,Q3,No,0.0,30.0,,Yes,37.42,Yes,Yes,,17.0,No,No,,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.3,2974.5,0.0,0.0,1122.6000000000001,4097.1
5371-VYLSX,1.0,Q3,No,,57.0,Offer B,Yes,11.23,No,Yes,DSL,30.0,Yes,No,Yes,Yes,Yes,,No,Yes,Two Year,,Bank Withdrawal,,4003.0,0.0,0.0,640.11,4643.11
1852-XEMDW,1.0,Q3,Yes,1.0,25.0,None,Yes,19.44,,Yes,Fiber Optic,4.0,No,,,No,,Yes,Yes,,Two Year,No,Bank Withdrawal,88.4,2191.15,0.0,0.0,486.00000000000006,
9805-FILKB,1.0,Q3,Yes,1.0,28.0,None,,4.71,Yes,Yes,DSL,21.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,51.0,,,80.0,131.88,
3085-QUOZK,1.0,Q3,Yes,8.0,70.0,Offer A,Yes,46.2,Yes,Yes,Fiber Optic,14.0,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,Credit Card,113.0,7987.6,0.0,0.0,3234.0,11221.6
0297-RBCSG,1.0,Q3,No,0.0,5.0,None,,43.99,No,Yes,DSL,27.0,Yes,Yes,No,,No,No,No,No,Two Year,,Credit Card,59.9,287.85,,20.0,219.95000000000002,527.8000000000001
4007-NHVHI,1.0,,,10.0,33.0,None,Yes,44.54,No,Yes,Fiber Optic,18.0,Yes,Yes,No,Yes,No,,No,Yes,One Year,Yes,Bank Withdrawal,93.55,3055.5,0.0,0.0,1469.82,
8397-MVTAZ,1.0,Q3,No,0.0,,,Yes,41.98,No,,None,0.0,No,,No,No,No,,No,,Two Year,No,Credit Card,20.05,91.45,,0.0,167.92,259.37
2809-ZMYOQ,1.0,Q3,Yes,6.0,72.0,Offer A,,14.75,Yes,Yes,Fiber Optic,16.0,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,Credit Card,116.75,8277.05,,0.0,1062.0,9339.05
5061-PBXFW,1.0,,No,,34.0,None,Yes,14.23,Yes,Yes,Fiber Optic,13.0,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.35,3190.25,0.0,0.0,483.82,3674.07
8053-WWDRO,1.0,Q3,Yes,8.0,41.0,Offer B,No,0.0,No,Yes,Cable,9.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53.95,2215.4,0.0,0.0,0.0,2215.4
8305-VHZBZ,1.0,Q3,Yes,8.0,56.0,Offer B,Yes,5.93,,,DSL,19.0,Yes,No,No,,Yes,Yes,No,No,Two Year,Yes,Credit Card,72.6,4084.35,0.0,,332.08,4556.43
9184-GALIL,1.0,Q3,No,0.0,52.0,Offer B,,42.19,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,,3829.75,0.0,0.0,2193.88,6023.63
1936-UAFEH,1.0,Q3,Yes,6.0,60.0,Offer B,Yes,24.68,Yes,Yes,,19.0,No,Yes,No,No,No,Yes,,No,Two Year,No,Bank Withdrawal,89.45,5294.6,0.0,,1480.8,6785.400000000001
3156-QLHBO,1.0,Q3,No,0.0,7.0,None,No,0.0,No,,DSL,26.0,No,Yes,No,,No,Yes,No,,Two Year,Yes,Bank Withdrawal,44.4,265.8,0.0,0.0,,265.8
8008-HAWED,1.0,,No,0.0,37.0,Offer C,No,0.0,No,Yes,DSL,29.0,No,Yes,Yes,,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.65,1315.0,0.0,0.0,0.0,1315.0
1273-MTETI,1.0,Q3,Yes,,65.0,Offer B,,1.58,Yes,Yes,Fiber Optic,,No,No,Yes,Yes,Yes,,No,Yes,One Year,Yes,Bank Withdrawal,103.9,6767.1,0.0,,,6869.8
0080-OROZO,1.0,Q3,No,,66.0,Offer A,Yes,36.48,Yes,Yes,,5.0,Yes,Yes,No,Yes,No,,No,Yes,One Year,,Credit Card,63.85,4174.35,,0.0,2407.68,6582.030000000001
8806-EAGWC,1.0,Q3,Yes,,60.0,Offer B,Yes,,,,Fiber Optic,5.0,No,No,,,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,99.0,6017.9,0.0,150.0,624.0,6791.9
0620-XEFWH,1.0,Q3,Yes,4.0,70.0,None,Yes,40.94,Yes,,DSL,8.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,88.55,6306.5,0.0,0.0,2865.7999999999997,
0524-IAVZO,1.0,,,2.0,72.0,None,,9.88,Yes,Yes,Cable,16.0,Yes,Yes,Yes,Yes,,Yes,,Yes,Two Year,Yes,,90.15,,0.0,0.0,711.36,7427.8099999999995
5928-QLDHB,1.0,,,0.0,67.0,None,,44.56,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,Credit Card,116.1,7839.85,0.0,40.0,2985.52,10865.37
3705-PSNGL,1.0,Q3,No,0.0,6.0,,Yes,12.67,No,Yes,Fiber Optic,20.0,Yes,No,No,No,,No,No,Yes,Two Year,Yes,,74.1,450.9,,0.0,76.02,526.92
7036-TYDEC,1.0,Q3,Yes,9.0,32.0,Offer C,Yes,43.54,Yes,,Fiber Optic,3.0,No,Yes,,No,No,Yes,No,Yes,Two Year,,,93.5,,0.0,0.0,1393.28,4364.08
1089-HDMKP,1.0,Q3,Yes,1.0,8.0,,No,0.0,No,Yes,Cable,27.0,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,43.35,371.4,0.0,0.0,,371.4
7742-MYPGI,1.0,Q3,No,,33.0,,Yes,12.75,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,105.35,3465.05,0.0,0.0,420.75,3885.8
0607-DAAHE,1.0,Q3,Yes,7.0,55.0,Offer B,Yes,12.91,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.6,,0.0,0.0,,
6869-FGJJC,,,No,,14.0,,No,0.0,No,Yes,Cable,,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,46.35,672.7,0.0,0.0,0.0,672.7
0670-ANMUU,1.0,Q3,No,0.0,57.0,Offer B,Yes,28.44,No,Yes,DSL,24.0,No,No,Yes,Yes,No,No,,,One Year,Yes,Bank Withdrawal,53.5,3035.8,0.0,,1621.0800000000002,4656.88
0508-SQWPL,1.0,Q3,Yes,8.0,37.0,None,,15.6,No,Yes,,19.0,No,,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,90.0,3371.75,0.0,,577.1999999999999,3948.95
4213-HKBJO,1.0,,No,0.0,,None,Yes,18.39,,No,None,0.0,No,,No,No,No,No,No,No,,Yes,Credit Card,20.3,459.95,0.0,0.0,,901.31
5129-HHMZC,1.0,Q3,No,0.0,38.0,None,Yes,45.13,Yes,,Fiber Optic,27.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.45,3162.65,,0.0,1714.94,4877.59
8065-QBYTO,,Q3,Yes,6.0,,Offer B,Yes,14.65,Yes,Yes,Fiber Optic,30.0,No,,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,,4040.2,0.0,0.0,,4684.8
1324-NLTJE,1.0,Q3,No,0.0,67.0,None,Yes,14.69,,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,,1672.15,0.0,0.0,984.23,2656.38
9871-ELEYA,1.0,Q3,Yes,3.0,67.0,None,Yes,11.91,Yes,Yes,Fiber Optic,10.0,Yes,Yes,No,No,Yes,Yes,,Yes,One Year,Yes,Bank Withdrawal,,7112.15,0.0,0.0,797.97,7910.12
1735-XMJVH,1.0,Q3,Yes,9.0,72.0,None,No,0.0,No,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.45,4641.1,0.0,0.0,0.0,4641.1
1092-WPIVQ,1.0,Q3,Yes,3.0,24.0,None,No,0.0,,Yes,Cable,28.0,No,No,Yes,Yes,No,No,No,Yes,Two Year,,Credit Card,34.25,828.2,0.0,0.0,0.0,828.2
0679-IDSTG,1.0,Q3,No,0.0,9.0,Offer E,Yes,39.77,,Yes,Fiber Optic,25.0,No,,,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,678.45,0.0,0.0,357.93,1036.38
3644-QXEHN,1.0,Q3,No,0.0,44.0,Offer B,Yes,35.39,No,Yes,Fiber Optic,19.0,,Yes,Yes,No,No,Yes,Yes,Yes,,No,Credit Card,89.15,3990.75,0.0,0.0,1557.16,5547.91
5944-UGLLK,1.0,Q3,Yes,2.0,70.0,None,,9.4,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,,No,One Year,Yes,Bank Withdrawal,107.9,7475.85,0.0,20.0,658.0,8153.85
2675-OTVVJ,,Q3,Yes,10.0,72.0,None,Yes,15.82,Yes,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.45,5682.25,0.0,,1139.04,6821.29
3424-NMNBO,1.0,Q3,No,0.0,4.0,None,Yes,35.67,No,Yes,Fiber Optic,8.0,,Yes,No,No,No,No,No,,Two Year,No,Bank Withdrawal,72.75,317.75,0.0,0.0,142.68,460.43
5130-YPIRV,1.0,Q3,No,0.0,3.0,Offer E,Yes,37.78,Yes,Yes,Fiber Optic,28.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,,335.75,0.0,0.0,113.34,449.09000000000003
8048-DSDFQ,1.0,Q3,No,0.0,39.0,None,Yes,20.06,Yes,Yes,Fiber Optic,3.0,No,Yes,No,,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.7,3413.25,0.0,,782.3399999999999,4195.59
1985-MBRYP,1.0,Q3,,0.0,,None,,0.0,No,Yes,DSL,4.0,No,Yes,,No,No,No,No,Yes,,Yes,Credit Card,29.35,,38.98,,0.0,342.21999999999997
8802-UNOJF,1.0,Q3,No,0.0,,None,Yes,17.26,No,Yes,Fiber Optic,,No,Yes,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,101.8,1752.45,27.15,90.0,293.42,2108.72
3191-CSNMG,1.0,Q3,Yes,1.0,66.0,None,Yes,44.38,Yes,Yes,Fiber Optic,28.0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,Yes,Credit Card,110.6,7210.85,0.0,0.0,2929.0800000000004,10139.93
6402-SSEJG,1.0,,Yes,1.0,69.0,None,Yes,18.41,Yes,Yes,Fiber Optic,17.0,No,,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.95,,0.0,0.0,1270.29,8904.54
2429-AYKKO,1.0,Q3,No,0.0,38.0,None,Yes,46.96,Yes,Yes,Fiber Optic,13.0,,No,,No,Yes,Yes,,Yes,Two Year,No,Bank Withdrawal,94.75,3653.0,45.82,0.0,1784.48,5391.66
1131-ALZWV,1.0,Q3,No,,49.0,None,,35.65,No,Yes,DSL,3.0,No,,No,No,No,No,,Yes,Two Year,,Credit Card,43.8,,20.45,0.0,1746.85,3832.4500000000003
1104-TNLZA,1.0,Q3,,0.0,2.0,Offer E,Yes,21.9,Yes,,Fiber Optic,,No,No,No,No,No,Yes,No,Yes,,Yes,Bank Withdrawal,84.05,186.05,0.0,0.0,43.8,229.85000000000002
7781-HVGMK,,Q3,No,,64.0,None,,27.7,Yes,Yes,DSL,,,Yes,Yes,Yes,No,Yes,No,,Two Year,No,Credit Card,74.65,4869.35,47.04,0.0,1772.8,6595.110000000001
2983-ZANRP,1.0,Q3,No,,11.0,None,Yes,2.81,Yes,Yes,DSL,3.0,Yes,,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,55.6,580.8,15.2,0.0,,596.5099999999999
6680-NENYN,1.0,Q3,No,0.0,57.0,None,Yes,32.12,Yes,Yes,Fiber Optic,15.0,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,104.9,5913.95,,90.0,1830.84,7833.1
6016-NXBNJ,1.0,,Yes,7.0,67.0,None,,49.94,No,No,None,0.0,No,No,No,No,,No,No,No,,Yes,Bank Withdrawal,20.05,1263.05,,,3345.98,4565.37
9995-HOTOH,1.0,Q3,Yes,7.0,70.0,None,,35.39,,Yes,Fiber Optic,25.0,,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.65,7714.65,24.36,0.0,2477.3,10167.59
4803-AXVYP,1.0,Q3,,,40.0,None,Yes,,No,Yes,,,,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.15,4116.8,27.89,,606.0,4694.91
8225-BTJAU,1.0,Q3,Yes,3.0,70.0,,Yes,39.49,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.8,7308.95,6.11,0.0,2764.3,10067.14
6121-TNHBO,1.0,Q3,,6.0,65.0,None,Yes,,No,Yes,Fiber Optic,20.0,No,No,No,No,,No,No,Yes,One Year,Yes,Bank Withdrawal,70.95,4555.2,,0.0,1864.2,6411.969999999999
2664-XJZNO,1.0,Q3,Yes,,29.0,None,No,0.0,,Yes,DSL,,,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,35.65,,25.07,0.0,0.0,1000.08
6559-PDZLR,1.0,Q3,No,0.0,15.0,None,Yes,39.57,No,Yes,Fiber Optic,16.0,No,No,,No,Yes,Yes,,Yes,Two Year,Yes,Bank Withdrawal,91.5,1400.3,48.66,0.0,593.55,1945.1899999999998
7175-NTIXE,,Q3,,0.0,56.0,None,Yes,27.64,Yes,Yes,,7.0,No,Yes,Yes,No,Yes,Yes,,Yes,,No,Bank Withdrawal,104.75,5841.35,36.52,0.0,1547.8400000000001,7352.67
4815-YOSUK,1.0,Q3,Yes,10.0,65.0,None,Yes,,,Yes,Fiber Optic,23.0,Yes,Yes,,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,5688.45,38.09,0.0,629.1999999999999,6279.5599999999995
9588-OZDMQ,1.0,Q3,No,0.0,38.0,None,Yes,3.42,No,Yes,Fiber Optic,15.0,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,83.45,3147.15,24.98,0.0,129.96,3252.13
5339-PXDVH,1.0,Q3,Yes,1.0,2.0,Offer E,,32.62,No,,Fiber Optic,2.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.3,153.8,0.0,0.0,65.24,
3847-BAERP,1.0,Q3,,0.0,51.0,None,Yes,3.11,,No,None,0.0,No,,No,No,No,No,No,No,,No,Bank Withdrawal,25.0,1260.7,0.0,0.0,,1419.31
6260-ONULR,1.0,Q3,No,0.0,,None,Yes,8.81,Yes,Yes,Fiber Optic,7.0,No,,,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.85,3645.6,0.0,0.0,378.83000000000004,4024.43
3669-WHAFY,1.0,,Yes,,2.0,Offer E,Yes,,No,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,,Yes,Two Year,,Bank Withdrawal,74.2,,0.0,0.0,14.58,154.68
0871-URUWO,,Q3,Yes,,,None,Yes,12.07,Yes,,DSL,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.05,6333.4,0.0,,844.9,7178.299999999999
1731-TVIUK,1.0,Q3,No,0.0,33.0,,No,0.0,No,Yes,DSL,16.0,,Yes,,No,Yes,Yes,No,Yes,Two Year,Yes,,,1884.65,0.0,0.0,0.0,1884.65
8246-SHFGA,1.0,Q3,No,0.0,30.0,,Yes,4.04,Yes,Yes,Fiber Optic,14.0,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,90.5,2595.85,,0.0,121.2,2717.0499999999997
6141-OOXUQ,1.0,Q3,No,0.0,32.0,None,Yes,48.62,No,Yes,,12.0,,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.5,2665.0,0.0,,1555.84,4220.84
6365-MTGZX,1.0,Q3,No,0.0,1.0,Offer E,Yes,,No,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,46.3,46.3,0.0,0.0,11.51,57.809999999999995
2254-DLXRI,1.0,Q3,No,0.0,,None,No,0.0,No,Yes,DSL,23.0,No,No,,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,50.05,2743.45,0.0,,0.0,2743.45
5505-OVWQW,1.0,Q3,Yes,6.0,69.0,,Yes,34.55,No,Yes,Fiber Optic,19.0,Yes,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,87.3,6055.55,0.0,0.0,2383.95,8439.5
4913-EHYUI,1.0,Q3,Yes,1.0,33.0,None,No,0.0,No,,,4.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,50.0,1750.85,0.0,,0.0,1750.85
4538-WNTMJ,1.0,,Yes,8.0,37.0,,Yes,23.54,No,Yes,,7.0,No,,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.25,2575.45,,0.0,,3446.43
7191-ADRGF,1.0,Q3,Yes,1.0,62.0,None,Yes,45.76,,Yes,Fiber Optic,,No,Yes,,,No,Yes,No,No,Two Year,Yes,Credit Card,96.1,6019.35,0.0,150.0,2837.12,
3995-WFCSM,,Q3,,0.0,1.0,None,Yes,17.6,No,Yes,,2.0,No,No,,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,71.25,71.25,0.0,10.0,17.6,98.85
8028-PNXHQ,1.0,Q3,No,0.0,72.0,None,Yes,24.67,Yes,Yes,Fiber Optic,26.0,Yes,Yes,,Yes,Yes,Yes,No,,Two Year,No,Bank Withdrawal,113.8,,0.0,0.0,1776.2400000000002,9622.04
2740-JFBOK,1.0,Q3,Yes,3.0,60.0,None,Yes,27.68,,,,26.0,,No,Yes,,,Yes,No,Yes,One Year,Yes,Credit Card,100.5,6029.0,0.0,,1660.8,7689.8
9840-DVNDC,1.0,,No,0.0,30.0,None,Yes,41.93,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,,3121.1,0.0,0.0,1257.9,4379.0
3755-JBMNH,1.0,Q3,No,0.0,8.0,Offer E,Yes,41.85,No,Yes,Fiber Optic,5.0,No,No,No,No,No,,No,Yes,Two Year,Yes,Bank Withdrawal,69.7,572.85,0.0,0.0,334.8,907.6500000000001
5692-FPTAH,1.0,,No,0.0,71.0,Offer A,Yes,4.75,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,,24.65,1766.75,0.0,0.0,337.25,2104.0
5567-WSELE,1.0,Q3,Yes,2.0,70.0,,Yes,15.9,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1462.05,0.0,0.0,1113.0,2575.05
6067-NGCEU,1.0,Q3,Yes,,49.0,None,Yes,1.67,No,Yes,DSL,15.0,No,Yes,No,No,,No,No,Yes,Two Year,No,Credit Card,49.8,2398.4,0.0,0.0,81.83,2480.23
4686-UXDML,1.0,Q3,Yes,9.0,24.0,None,Yes,20.78,No,,,23.0,No,,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.55,2263.45,0.0,0.0,498.72,2762.17
4568-TTZRT,1.0,Q3,No,0.0,11.0,None,Yes,41.58,No,Yes,Fiber Optic,3.0,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.5,874.2,0.0,,457.38,1331.58
7054-LGEQW,1.0,Q3,No,0.0,72.0,,,26.87,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,,Bank Withdrawal,,7774.05,0.0,0.0,,9708.69
1699-UOTXU,1.0,Q3,Yes,,12.0,None,Yes,37.15,No,Yes,DSL,13.0,Yes,No,Yes,,Yes,Yes,Yes,No,One Year,Yes,,79.2,,0.0,20.0,445.79999999999995,1409.65
1045-LTCYT,1.0,Q3,Yes,1.0,52.0,None,Yes,7.04,Yes,Yes,DSL,,No,Yes,,No,Yes,Yes,,Yes,One Year,Yes,Bank Withdrawal,80.85,4079.55,0.0,0.0,366.08,4445.63
4054-CUMIA,,Q3,No,0.0,18.0,None,Yes,7.51,No,Yes,Fiber Optic,24.0,No,Yes,No,No,No,No,No,Yes,,Yes,Bank Withdrawal,73.55,1359.45,0.0,0.0,135.18,1494.63
3769-MHZNV,1.0,Q3,,3.0,50.0,,Yes,32.9,,,DSL,18.0,Yes,Yes,Yes,No,No,Yes,,Yes,Two Year,,Bank Withdrawal,75.15,3822.45,0.0,0.0,1645.0,5467.45
0096-FCPUF,1.0,Q3,Yes,6.0,72.0,,Yes,30.3,Yes,Yes,Fiber Optic,,Yes,Yes,Yes,Yes,Yes,Yes,,No,Two Year,Yes,Credit Card,112.9,8061.5,0.0,20.0,2181.6,10263.1
8034-RYTVV,1.0,Q3,,0.0,,None,Yes,29.43,,No,None,0.0,No,No,No,No,No,No,,No,Two Year,No,Credit Card,25.65,1740.8,0.0,0.0,1883.52,3624.3199999999997
9029-FEGVJ,1.0,Q3,Yes,8.0,72.0,Offer A,Yes,7.85,Yes,,Fiber Optic,20.0,Yes,Yes,,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.85,7677.4,0.0,100.0,565.1999999999999,8342.6
2504-DSHIH,1.0,Q3,,,7.0,None,Yes,11.01,,Yes,Cable,,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,51.3,,0.0,0.0,77.07,
7028-DVOIQ,,Q3,Yes,1.0,52.0,None,Yes,,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,,109.1,5647.95,0.0,0.0,213.72000000000003,5861.67
8164-OCKUJ,1.0,,Yes,,60.0,None,Yes,,Yes,Yes,Fiber Optic,11.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,116.05,6925.9,0.0,,243.59999999999997,
1755-RMCXH,,Q3,Yes,4.0,67.0,Offer A,Yes,7.2,Yes,,Fiber Optic,23.0,No,No,No,No,,,No,Yes,Two Year,Yes,Credit Card,94.65,6079.0,,0.0,482.40000000000003,6561.4
4829-AUOAX,1.0,,No,0.0,1.0,Offer E,Yes,28.67,No,Yes,DSL,4.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,44.0,44.0,0.0,0.0,28.67,72.67
5469-NUJUR,1.0,Q3,Yes,7.0,17.0,None,Yes,46.44,Yes,Yes,,,,No,No,No,Yes,Yes,No,Yes,,Yes,Bank Withdrawal,94.8,1563.9,,0.0,,
2239-JALAW,1.0,Q3,Yes,,52.0,None,Yes,27.74,Yes,Yes,Fiber Optic,18.0,No,Yes,,,,Yes,No,No,One Year,Yes,Bank Withdrawal,106.5,5621.85,0.0,90.0,1442.48,7154.33
4369-NYSCF,1.0,Q3,No,,,Offer E,Yes,44.63,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,,No,Yes,Two Year,No,Bank Withdrawal,85.2,695.75,0.0,,357.04,1052.79
1222-KJNZD,,Q3,Yes,5.0,,None,Yes,35.53,No,Yes,DSL,23.0,Yes,Yes,No,No,No,No,No,,Two Year,,Bank Withdrawal,54.55,825.1,0.0,0.0,,1393.58
